,ds,trend,trend_lower,trend_upper,yhat_lower,yhat_upper,seasonal,seasonal_lower,seasonal_upper,seasonalities,seasonalities_lower,seasonalities_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,yhat
0,2001-05-21,7.111244501303541,7.111244501303541,7.111244501303541,6.802025637105412,7.4094328322735965,-0.0007465671661063334,-0.0007465671661063334,-0.0007465671661063334,-0.0007465671661063334,-0.0007465671661063334,-0.0007465671661063334,0.0004827960801530918,0.0004827960801530918,0.0004827960801530918,-0.0012293632462594254,-0.0012293632462594254,-0.0012293632462594254,7.110497934137435
1,2001-05-22,7.109368401025503,7.109368401025503,7.109368401025503,6.821294636584497,7.4039330224351305,0.0005823316486919305,0.0005823316486919305,0.0005823316486919305,0.0005823316486919305,0.0005823316486919305,0.0005823316486919305,0.0004605203923310353,0.0004605203923310353,0.0004605203923310353,0.00012181125636089522,0.00012181125636089522,0.00012181125636089522,7.1099507326741955
2,2001-05-23,7.107492300747466,7.107492300747466,7.107492300747466,6.8114898172241585,7.422337200158829,0.00046149573164468226,0.00046149573164468226,0.00046149573164468226,0.00046149573164468226,0.00046149573164468226,0.00046149573164468226,-0.0007903895165900858,-0.0007903895165900858,-0.0007903895165900858,0.0012518852482347681,0.0012518852482347681,0.0012518852482347681,7.10795379647911
3,2001-05-24,7.105616200469427,7.105616200469427,7.105616200469427,6.80090372214937,7.410143639410201,0.0014415772940278536,0.0014415772940278536,0.0014415772940278536,0.0014415772940278536,0.0014415772940278536,0.0014415772940278536,-0.0006907628589954092,-0.0006907628589954092,-0.0006907628589954092,0.002132340153023263,0.002132340153023263,0.002132340153023263,7.107057777763455
4,2001-05-25,7.10374010019139,7.10374010019139,7.10374010019139,6.803482496171498,7.395112292242558,0.0028302315997980033,0.0028302315997980033,0.0028302315997980033,0.0028302315997980033,0.0028302315997980033,0.0028302315997980033,9.270824461300969e-05,9.270824461300969e-05,9.270824461300969e-05,0.0027375233551849933,0.0027375233551849933,0.0027375233551849933,7.106570331791188
5,2001-05-26,7.101863999913351,7.10186399991335,7.10186399991335,6.8388190981914025,7.407995734184379,0.003545843032375107,0.003545843032375107,0.003545843032375107,0.003545843032375107,0.003545843032375107,0.003545843032375107,0.0005002143105939457,0.0005002143105939457,0.0005002143105939457,0.0030456287217811608,0.0030456287217811608,0.0030456287217811608,7.105409842945726
6,2001-05-27,7.0999878996353125,7.0999878996353125,7.0999878996353125,6.797384379495366,7.40501941625408,0.0029845257008357605,0.0029845257008357605,0.0029845257008357605,0.0029845257008357605,0.0029845257008357605,0.0029845257008357605,-5.5086652106173524e-05,-5.5086652106173524e-05,-5.5086652106173524e-05,0.0030396123529419336,0.0030396123529419336,0.0030396123529419336,7.102972425336148
7,2001-05-28,7.098111799357275,7.098111799357275,7.098111799357275,6.805847481564548,7.389493531476043,0.0031908097675607686,0.0031908097675607686,0.0031908097675607686,0.0031908097675607686,0.0031908097675607686,0.0031908097675607686,0.0004827960801526439,0.0004827960801526439,0.0004827960801526439,0.0027080136874081248,0.0027080136874081248,0.0027080136874081248,7.1013026091248355
8,2001-05-29,7.096235699079236,7.096235699079236,7.096235699079236,6.793862609855475,7.412596353021815,0.0025061745866246277,0.0025061745866246277,0.0025061745866246277,0.0025061745866246277,0.0025061745866246277,0.0025061745866246277,0.0004605203923318003,0.0004605203923318003,0.0004605203923318003,0.0020456541942928275,0.0020456541942928275,0.0020456541942928275,7.098741873665861
9,2001-05-30,7.094359598801199,7.094359598801199,7.094359598801199,6.7968758255461,7.3856937654970825,0.00026379932234926165,0.00026379932234926165,0.00026379932234926165,0.00026379932234926165,0.00026379932234926165,0.00026379932234926165,-0.0007903895165906091,-0.0007903895165906091,-0.0007903895165906091,0.0010541888389398709,0.0010541888389398709,0.0010541888389398709,7.094623398123548
10,2001-05-31,7.09248349852316,7.09248349852316,7.09248349852316,6.787836345148969,7.399771920927918,-0.0009482736150969518,-0.0009482736150969518,-0.0009482736150969518,-0.0009482736150969518,-0.0009482736150969518,-0.0009482736150969518,-0.0006907628589949361,-0.0006907628589949361,-0.0006907628589949361,-0.00025751075610201576,-0.00025751075610201576,-0.00025751075610201576,7.091535224908063
11,2001-06-01,7.0906073982451225,7.0906073982451225,7.0906073982451225,6.78332252554798,7.383294322609648,-0.0017804498788025714,-0.0017804498788025714,-0.0017804498788025714,-0.0017804498788025714,-0.0017804498788025714,-0.0017804498788025714,9.27082446136132e-05,9.27082446136132e-05,9.27082446136132e-05,-0.0018731581234161844,-0.0018731581234161844,-0.0018731581234161844,7.08882694836632
12,2001-06-02,7.088731297967085,7.088731297967085,7.088731297967085,6.785390930701979,7.397562670989814,-0.0032688361249109395,-0.0032688361249109395,-0.0032688361249109395,-0.0032688361249109395,-0.0032688361249109395,-0.0032688361249109395,0.000500214310593514,0.000500214310593514,0.000500214310593514,-0.0037690504355044536,-0.0037690504355044536,-0.0037690504355044536,7.085462461842174
13,2001-06-03,7.086855197689046,7.086855197689046,7.086855197689046,6.785078607591595,7.382251284991284,-0.00596935662253784,-0.00596935662253784,-0.00596935662253784,-0.00596935662253784,-0.00596935662253784,-0.00596935662253784,-5.508665210602239e-05,-5.508665210602239e-05,-5.508665210602239e-05,-0.005914269970431818,-0.005914269970431818,-0.005914269970431818,7.080885841066508
