  2.5166873E-02  8.6611491E-03  0.0000000E+00
  7.3103771E-02  6.9589247E-03  0.0000000E+00
  0.1210407      5.6171729E-03  0.0000000E+00
  0.1689776      4.3320609E-03  0.0000000E+00
  0.2169145      4.9937111E-03  5.9085441E-39
  0.2648514      6.5520187E-03  1.3389063E-16
  0.3127883      9.6492795E-03  6.6627109E-08
  0.3607252      7.8007444E-03  4.7764301E-04
  0.4086621      1.2315126E-02  3.4400135E-02
  0.4565990      0.4847061      0.2978896    
  0.5045359      0.7243428      0.8953840    
  0.5524728       1.443800       1.534098    
  0.6004097       1.916788       1.922604    
  0.6483465       1.948260       2.012774    
  0.6962835       2.168344       1.895618    
  0.7442204       1.760300       1.676527    
  0.7921573       1.149952       1.428647    
  0.8400942       1.076232       1.191588    
  0.8880311      0.7942225      0.9823813    
  0.9359680      0.9231681      0.8055406    
  0.9839050      0.5161738      0.6595844    
   1.031842      0.3843611      0.5406660    
   1.079779      0.4068715      0.4443858    
   1.127716      0.2884978      0.3666039    
   1.175653      0.2356324      0.3037381    
   1.223589      0.1389506      0.2528185    
   1.271526      0.1010792      0.2114418    
   1.319463      0.1169733      0.1776883    
   1.367400      9.3570396E-02  0.1500349    
   1.415337      7.9162642E-02  0.1272767    
   1.463274      6.1871860E-02  0.1084604    
   1.511211      4.8317581E-02  9.2831284E-02
   1.559148      4.6417966E-02  7.9790004E-02
   1.607085      3.5007983E-02  6.8859123E-02
   1.655021      2.1111166E-02  5.9657145E-02
   1.702958      2.0106725E-02  5.1877562E-02
   1.750895      1.5844071E-02  4.5273613E-02
   1.798832      1.5455633E-02  3.9645344E-02
   1.846769      1.4301119E-02  3.4830306E-02
   1.894706      1.1833164E-02  3.0695815E-02
   1.942643      9.1786822E-03  2.7133157E-02
   1.990580      1.2436952E-02  2.4052795E-02
   2.038517      1.0547959E-02  2.1380730E-02
   2.086454      7.0857839E-03  1.9055562E-02
   2.134390      1.0113357E-02  1.7026154E-02
   2.182327      8.2548019E-03  1.5249731E-02
   2.230264      7.3505118E-03  1.3690416E-02
   2.278201      8.2995370E-03  1.2317993E-02
   2.326138      6.5340474E-03  1.1106954E-02
   2.374075      7.1715275E-03  1.0035655E-02
   2.422012      4.9683372E-03  9.0857046E-03
   2.469949      5.1886849E-03  8.2414029E-03
   2.517886      4.1563362E-03  7.4893348E-03
