,ds,trend,trend_lower,trend_upper,yhat_lower,yhat_upper,seasonal,seasonal_lower,seasonal_upper,seasonalities,seasonalities_lower,seasonalities_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,yhat
0,2001-05-21,7.139135322492857,7.139135322492857,7.139135322492857,6.949670123571247,7.31683741854309,-0.009387015235586865,-0.009387015235586865,-0.009387015235586865,-0.009387015235586865,-0.009387015235586865,-0.009387015235586865,0.0003057731721912333,0.0003057731721912333,0.0003057731721912333,-0.009692788407778095,-0.009692788407778095,-0.009692788407778095,7.12974830725727
1,2001-05-22,7.136183018892359,7.136183018892359,7.136183018892359,6.949763420443244,7.289860545650681,-0.01093537804997034,-0.01093537804997034,-0.01093537804997034,-0.01093537804997034,-0.01093537804997034,-0.01093537804997034,-0.0008261090266931359,-0.0008261090266931359,-0.0008261090266931359,-0.010109269023277202,-0.010109269023277202,-0.010109269023277202,7.125247640842389
2,2001-05-23,7.133230715291861,7.133230715291861,7.133230715291861,6.938428715125744,7.298617101447318,-0.011383378801461739,-0.011383378801461739,-0.011383378801461739,-0.011383378801461739,-0.011383378801461739,-0.011383378801461739,-0.0008147149549586599,-0.0008147149549586599,-0.0008147149549586599,-0.010568663846503078,-0.010568663846503078,-0.010568663846503078,7.121847336490399
3,2001-05-24,7.1302784116913625,7.1302784116913625,7.1302784116913625,6.93734813744072,7.309356078139917,-0.01095718106528361,-0.01095718106528361,-0.01095718106528361,-0.01095718106528361,-0.01095718106528361,-0.01095718106528361,0.00012667501202619105,0.00012667501202619105,0.00012667501202619105,-0.011083856077309799,-0.011083856077309799,-0.011083856077309799,7.1193212306260785
4,2001-05-25,7.127326108090864,7.127326108090864,7.127326108090864,6.929371479073146,7.293906258427839,-0.01130350268143143,-0.01130350268143143,-0.01130350268143143,-0.01130350268143143,-0.01130350268143143,-0.01130350268143143,0.0003631696222790865,0.0003631696222790865,0.0003631696222790865,-0.011666672303710518,-0.011666672303710518,-0.011666672303710518,7.116022605409433
5,2001-05-26,7.124373804490366,7.124373804490366,7.124373804490366,6.927916992740673,7.291377981720902,-0.01191687483654162,-0.01191687483654162,-0.01191687483654162,-0.01191687483654162,-0.01191687483654162,-0.01191687483654162,0.0004105187698984485,0.0004105187698984485,0.0004105187698984485,-0.012327393606440069,-0.012327393606440069,-0.012327393606440069,7.112456929653825
6,2001-05-27,7.121421500889868,7.121421500889868,7.121421500889868,6.91374752603442,7.283066843915773,-0.012639627448372728,-0.012639627448372728,-0.012639627448372728,-0.012639627448372728,-0.012639627448372728,-0.012639627448372728,0.00043468740525711276,0.00043468740525711276,0.00043468740525711276,-0.01307431485362984,-0.01307431485362984,-0.01307431485362984,7.108781873441496
7,2001-05-28,7.11846919728937,7.11846919728937,7.11846919728937,6.926955959408437,7.289090267332741,-0.013607592482694879,-0.013607592482694879,-0.013607592482694879,-0.013607592482694879,-0.013607592482694879,-0.013607592482694879,0.00030577317219243025,0.00030577317219243025,0.00030577317219243025,-0.013913365654887308,-0.013913365654887308,-0.013913365654887308,7.104861604806675
8,2001-05-29,7.115516893688872,7.115516893688872,7.115516893688872,6.928634445758252,7.275786465850916,-0.01567391349175189,-0.01567391349175189,-0.01567391349175189,-0.01567391349175189,-0.01567391349175189,-0.01567391349175189,-0.0008261090266922949,-0.0008261090266922949,-0.0008261090266922949,-0.014847804465059592,-0.014847804465059592,-0.014847804465059592,7.09984298019712
9,2001-05-30,7.112564590088374,7.112564590088374,7.112564590088374,6.909201396313532,7.262600725187976,-0.01669270998802804,-0.01669270998802804,-0.01669270998802804,-0.01669270998802804,-0.01669270998802804,-0.01669270998802804,-0.0008147149549579672,-0.0008147149549579672,-0.0008147149549579672,-0.015877995033070073,-0.015877995033070073,-0.015877995033070073,7.095871880100345
10,2001-05-31,7.1096122864878755,7.1096122864878755,7.1096122864878755,6.914507627756528,7.268995500043637,-0.016874596838798765,-0.016874596838798765,-0.016874596838798765,-0.016874596838798765,-0.016874596838798765,-0.016874596838798765,0.00012667501202660893,0.00012667501202660893,0.00012667501202660893,-0.017001271850825377,-0.017001271850825377,-0.017001271850825377,7.092737689649077
11,2001-06-01,7.106659982887376,7.106659982887376,7.106659982887376,6.912277146269865,7.270837448722384,-0.017848728926464233,-0.017848728926464233,-0.017848728926464233,-0.017848728926464233,-0.017848728926464233,-0.017848728926464233,0.00036316962227915815,0.00036316962227915815,0.00036316962227915815,-0.018211898548743395,-0.018211898548743395,-0.018211898548743395,7.0888112539609125
