NO_OF_FRAMES	14180
NO_OF_CAMERAS	2
NO_OF_BODIES	1
FREQUENCY	20
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2018-05-13, 11:12:26	4529.38133216
DATA_INCLUDED	6D
BODY_NAMES	New Body #1
 X	 Y	 Z	 Roll	 Pitch	 Yaw	 Residual	 Rot[0]	 Rot[1]	 Rot[2]	 Rot[3]	 Rot[4]	 Rot[5]	 Rot[6]	 Rot[7]	 Rot[8]
87.93030	165.36105	-157.96796	-1.86819	-1.49137	-4.40600	2.40234	0.99671	-0.07594	0.02844	0.07680	0.99658	-0.03051	-0.02603	0.03259	0.99913	
87.37112	164.48540	-156.68240	-1.95456	-1.49712	-4.44768	2.35573	0.99665	-0.07662	0.02868	0.07752	0.99648	-0.03198	-0.02613	0.03410	0.99908	
87.08286	162.79779	-155.92227	-2.20262	-1.48578	-4.45942	2.39420	0.99664	-0.07670	0.02882	0.07773	0.99631	-0.03630	-0.02593	0.03842	0.99893	
86.80624	163.33096	-156.55988	-2.19171	-1.44219	-4.44849	2.37717	0.99667	-0.07655	0.02804	0.07754	0.99633	-0.03618	-0.02517	0.03823	0.99895	
86.25424	162.97182	-158.19360	-2.21059	-1.36011	-4.43006	2.40267	0.99673	-0.07627	0.02663	0.07722	0.99634	-0.03663	-0.02374	0.03856	0.99897	
84.93555	163.52045	-161.31082	-2.15932	-1.18098	-4.41069	2.28921	0.99683	-0.07608	0.02343	0.07689	0.99639	-0.03598	-0.02061	0.03767	0.99908	
84.35205	163.18610	-164.51544	-2.11465	-1.06507	-4.38477	2.37813	0.99690	-0.07572	0.02134	0.07644	0.99645	-0.03537	-0.01859	0.03689	0.99915	
83.40878	164.23352	-168.64471	-1.95505	-0.89788	-4.30343	2.31543	0.99706	-0.07446	0.01818	0.07503	0.99664	-0.03284	-0.01567	0.03411	0.99930	
82.32516	164.28186	-173.24622	-1.85781	-0.72436	-4.25899	2.40989	0.99716	-0.07382	0.01501	0.07426	0.99674	-0.03139	-0.01264	0.03242	0.99939	
81.09717	164.11615	-178.24765	-1.80903	-0.50609	-4.22895	2.38430	0.99724	-0.07343	0.01113	0.07374	0.99680	-0.03083	-0.00883	0.03157	0.99946	
80.29178	164.54996	-183.24503	-1.71408	-0.34527	-4.17554	2.32626	0.99733	-0.07260	0.00819	0.07281	0.99691	-0.02939	-0.00603	0.02991	0.99953	
79.26056	167.15817	-188.63437	-1.26122	-0.17863	-4.29037	2.32972	0.99719	-0.07472	0.00475	0.07481	0.99696	-0.02172	-0.00312	0.02201	0.99975	
79.03125	166.41484	-192.72714	-1.27806	-0.07475	-4.27513	2.37213	0.99722	-0.07450	0.00296	0.07455	0.99697	-0.02215	-0.00130	0.02230	0.99975	
78.47144	165.58934	-196.79776	-1.36513	0.08658	-4.23703	2.37729	0.99727	-0.07390	0.00025	0.07388	0.99698	-0.02387	0.00151	0.02382	0.99972	
78.36859	166.87610	-199.78513	-1.17590	0.15111	-4.30055	2.29827	0.99718	-0.07503	-0.00109	0.07499	0.99697	-0.02066	0.00264	0.02052	0.99979	
78.42877	166.30301	-201.73190	-1.30735	0.20628	-4.31641	2.38984	0.99716	-0.07533	-0.00187	0.07526	0.99690	-0.02302	0.00360	0.02282	0.99973	
78.74460	166.73842	-202.61121	-1.27217	0.18068	-4.36624	2.44667	0.99709	-0.07618	-0.00145	0.07613	0.99685	-0.02238	0.00315	0.02220	0.99975	
79.30612	166.10934	-201.44968	-1.39142	0.11271	-4.40625	2.42539	0.99704	-0.07685	-0.00010	0.07683	0.99675	-0.02436	0.00197	0.02428	0.99970	
79.75320	165.30072	-198.97253	-1.55482	0.01920	-4.45394	2.43959	0.99698	-0.07764	0.00177	0.07766	0.99661	-0.02708	0.00034	0.02713	0.99963	
80.63623	163.69969	-194.48965	-1.88557	-0.15508	-4.36049	2.33139	0.99710	-0.07590	0.00520	0.07603	0.99657	-0.03260	-0.00271	0.03290	0.99945	
81.18924	164.14218	-189.18674	-1.89333	-0.35769	-4.38538	2.30686	0.99705	-0.07622	0.00875	0.07646	0.99654	-0.03247	-0.00624	0.03304	0.99943	
82.04959	163.47043	-182.20233	-1.96959	-0.63387	-4.44421	2.36713	0.99693	-0.07706	0.01369	0.07748	0.99643	-0.03341	-0.01106	0.03437	0.99935	
82.47256	163.11293	-175.26443	-1.97008	-0.87424	-4.46085	2.36977	0.99685	-0.07721	0.01788	0.07777	0.99642	-0.03309	-0.01526	0.03437	0.99929	
83.21924	162.77324	-167.27841	-2.00697	-1.18010	-4.45486	2.31953	0.99677	-0.07691	0.02324	0.07766	0.99642	-0.03332	-0.02060	0.03501	0.99917	
84.12167	163.11490	-159.69217	-1.95871	-1.47911	-4.44994	2.29813	0.99665	-0.07666	0.02837	0.07756	0.99647	-0.03207	-0.02581	0.03417	0.99908	
84.07596	162.46658	-153.45453	-1.94520	-1.67041	-4.44317	2.36125	0.99657	-0.07644	0.03168	0.07744	0.99650	-0.03158	-0.02915	0.03393	0.99900	
84.57126	162.81674	-147.96246	-1.85731	-1.88510	-4.42063	2.39238	0.99649	-0.07597	0.03528	0.07704	0.99658	-0.02978	-0.03290	0.03239	0.99893	
84.58649	163.62193	-143.76733	-1.64215	-2.02352	-4.39942	2.38849	0.99643	-0.07567	0.03739	0.07666	0.99672	-0.02587	-0.03531	0.02864	0.99897	
83.83447	165.58759	-141.73859	-1.34032	-2.03577	-4.45363	2.32172	0.99635	-0.07680	0.03722	0.07760	0.99677	-0.02056	-0.03552	0.02338	0.99910	
83.16483	164.69162	-141.20557	-1.41182	-2.00574	-4.43102	2.36631	0.99640	-0.07638	0.03679	0.07721	0.99678	-0.02186	-0.03500	0.02462	0.99908	
82.63358	165.64157	-142.16785	-1.30109	-1.95793	-4.38234	2.33204	0.99649	-0.07562	0.03579	0.07637	0.99688	-0.02003	-0.03417	0.02269	0.99916	
81.46298	165.43747	-145.08105	-1.30609	-1.80803	-4.37506	2.40237	0.99659	-0.07555	0.03319	0.07625	0.99688	-0.02032	-0.03155	0.02278	0.99924	
79.93109	164.86188	-149.58383	-1.36006	-1.58595	-4.36065	2.41354	0.99672	-0.07536	0.02939	0.07601	0.99687	-0.02156	-0.02768	0.02373	0.99934	
78.58752	165.62955	-155.37357	-1.36142	-1.36106	-4.34480	2.46100	0.99684	-0.07517	0.02548	0.07574	0.99689	-0.02189	-0.02375	0.02375	0.99944	
76.80014	166.52249	-162.38940	-1.32021	-1.07422	-4.30697	2.41585	0.99700	-0.07465	0.02042	0.07509	0.99694	-0.02157	-0.01875	0.02304	0.99956	
75.08188	165.52094	-169.28610	-1.57052	-0.78522	-4.30931	2.32258	0.99708	-0.07474	0.01572	0.07513	0.99683	-0.02630	-0.01370	0.02740	0.99953	
72.62839	166.78006	-177.48145	-1.53962	-0.42451	-4.26622	2.38698	0.99720	-0.07417	0.00938	0.07439	0.99688	-0.02624	-0.00741	0.02687	0.99961	
70.80200	166.48605	-184.97745	-1.66272	-0.12882	-4.28575	2.34611	0.99720	-0.07463	0.00441	0.07473	0.99679	-0.02877	-0.00225	0.02902	0.99958	
68.57919	167.35892	-192.59583	-1.69245	0.19619	-4.26555	2.39161	0.99722	-0.07445	-0.00122	0.07438	0.99679	-0.02971	0.00342	0.02953	0.99956	
67.43515	168.51352	-198.89627	-1.70148	0.38436	-4.27516	2.32886	0.99720	-0.07471	-0.00447	0.07454	0.99676	-0.03011	0.00671	0.02969	0.99954	
65.71805	168.44061	-204.35632	-1.76578	0.60338	-4.29302	2.35034	0.99714	-0.07515	-0.00819	0.07485	0.99670	-0.03152	0.01053	0.03081	0.99947	
65.09866	167.89540	-208.01715	-1.92149	0.72845	-4.24240	2.40166	0.99718	-0.07436	-0.01019	0.07397	0.99667	-0.03438	0.01271	0.03353	0.99936	
64.55206	167.09180	-210.71927	-2.09784	0.79298	-4.20886	2.37619	0.99721	-0.07385	-0.01111	0.07339	0.99660	-0.03752	0.01384	0.03660	0.99923	
64.76892	167.55443	-211.32532	-2.06640	0.74734	-4.22394	2.37583	0.99720	-0.07408	-0.01034	0.07365	0.99660	-0.03692	0.01304	0.03605	0.99926	
64.96497	167.50089	-210.58572	-2.05542	0.67321	-4.22522	2.35872	0.99721	-0.07405	-0.00907	0.07367	0.99661	-0.03663	0.01175	0.03586	0.99929	
66.30148	167.14928	-206.93015	-1.99125	0.42692	-4.25005	2.36832	0.99722	-0.07432	-0.00485	0.07411	0.99663	-0.03520	0.00745	0.03475	0.99937	
66.67984	166.69199	-203.09012	-2.02517	0.27129	-4.25498	2.42675	0.99723	-0.07432	-0.00210	0.07419	0.99661	-0.03559	0.00473	0.03534	0.99936	
68.53229	165.78983	-196.67490	-1.98214	-0.08212	-4.26940	2.44354	0.99722	-0.07435	0.00400	0.07445	0.99663	-0.03439	-0.00143	0.03459	0.99940	
70.01340	165.48830	-190.02225	-1.94129	-0.39747	-4.26898	2.40667	0.99720	-0.07416	0.00944	0.07444	0.99667	-0.03327	-0.00694	0.03387	0.99940	
71.96201	165.11804	-182.24277	-1.82179	-0.77429	-4.29272	2.42456	0.99710	-0.07439	0.01585	0.07485	0.99672	-0.03069	-0.01351	0.03179	0.99940	
73.49164	165.75833	-174.47739	-1.63197	-1.09391	-4.34389	2.39068	0.99695	-0.07517	0.02119	0.07573	0.99676	-0.02695	-0.01909	0.02847	0.99941	
74.96353	165.09502	-166.83026	-1.57545	-1.39732	-4.37045	2.36593	0.99680	-0.07551	0.02640	0.07618	0.99677	-0.02556	-0.02439	0.02749	0.99932	
76.44653	164.50066	-159.98871	-1.57082	-1.66330	-4.37082	2.44636	0.99667	-0.07539	0.03102	0.07618	0.99678	-0.02512	-0.02903	0.02740	0.99920	
78.20651	165.78133	-153.38037	-1.37480	-1.92955	-4.37120	2.35175	0.99653	-0.07539	0.03539	0.07617	0.99687	-0.02136	-0.03367	0.02398	0.99915	
79.18756	166.04524	-148.42642	-1.37193	-2.06635	-4.38400	2.43345	0.99643	-0.07556	0.03777	0.07639	0.99685	-0.02112	-0.03606	0.02393	0.99906	
80.51773	166.41583	-144.16190	-1.22225	-2.23304	-4.44204	2.36612	0.99624	-0.07660	0.04049	0.07739	0.99683	-0.01825	-0.03896	0.02131	0.99901	
80.74295	167.49136	-142.56345	-1.15542	-2.21601	-4.43404	2.32683	0.99626	-0.07652	0.04010	0.07725	0.99686	-0.01712	-0.03867	0.02015	0.99905	
81.14600	168.09341	-142.07153	-1.17067	-2.20336	-4.44136	2.37053	0.99626	-0.07664	0.03991	0.07738	0.99685	-0.01739	-0.03845	0.02042	0.99905	
81.02609	168.11377	-143.11786	-1.26808	-2.07710	-4.39817	2.44067	0.99640	-0.07587	0.03783	0.07664	0.99687	-0.01929	-0.03624	0.02212	0.99910	
80.91858	169.17902	-145.35583	-1.30581	-1.94912	-4.41055	2.42376	0.99646	-0.07611	0.03565	0.07686	0.99684	-0.02011	-0.03401	0.02278	0.99916	
79.63339	170.89037	-150.21188	-1.27407	-1.68061	-4.37570	2.30822	0.99666	-0.07563	0.03093	0.07626	0.99689	-0.01993	-0.02933	0.02223	0.99932	
78.54935	170.14969	-155.51611	-1.56210	-1.40055	-4.28706	2.37011	0.99690	-0.07406	0.02640	0.07473	0.99688	-0.02536	-0.02444	0.02725	0.99933	
77.49393	170.95790	-161.74387	-1.67171	-1.13858	-4.26638	2.37665	0.99703	-0.07378	0.02198	0.07438	0.99685	-0.02761	-0.01987	0.02917	0.99938	
76.21454	170.88461	-168.36292	-1.75716	-0.86542	-4.28699	2.32166	0.99709	-0.07426	0.01735	0.07474	0.99677	-0.02945	-0.01510	0.03066	0.99942	
74.28305	172.06192	-175.98703	-1.72223	-0.52491	-4.28377	2.38599	0.99716	-0.07439	0.01138	0.07469	0.99678	-0.02929	-0.00916	0.03005	0.99951	
72.53064	171.52284	-182.97687	-1.91451	-0.20374	-4.25110	2.36391	0.99724	-0.07397	0.00602	0.07413	0.99670	-0.03305	-0.00356	0.03341	0.99944	
71.57660	170.83408	-189.21939	-1.98990	0.00286	-4.28394	2.42552	0.99721	-0.07466	0.00254	0.07470	0.99660	-0.03463	0.00005	0.03472	0.99940	
70.04111	170.03540	-194.68848	-2.09198	0.23835	-4.27020	2.44111	0.99722	-0.07456	-0.00143	0.07446	0.99655	-0.03671	0.00416	0.03650	0.99932	
69.15244	170.46448	-198.90344	-2.05890	0.38803	-4.28910	2.34549	0.99718	-0.07498	-0.00406	0.07479	0.99654	-0.03633	0.00677	0.03593	0.99933	
68.23169	170.20554	-201.58813	-2.02546	0.48515	-4.30665	2.37789	0.99714	-0.07535	-0.00578	0.07509	0.99653	-0.03588	0.00847	0.03534	0.99934	
67.13065	169.65112	-202.87003	-1.98791	0.57929	-4.32224	2.37266	0.99711	-0.07567	-0.00746	0.07536	0.99653	-0.03535	0.01011	0.03469	0.99935	
67.59564	168.15732	-201.64822	-2.00089	0.45561	-4.33288	2.45612	0.99711	-0.07578	-0.00529	0.07555	0.99651	-0.03542	0.00795	0.03491	0.99936	
67.78864	166.89212	-199.02481	-2.00267	0.33004	-4.34982	2.38894	0.99710	-0.07600	-0.00309	0.07584	0.99650	-0.03528	0.00576	0.03495	0.99937	
68.67145	166.79761	-194.92392	-1.75639	0.07926	-4.47102	2.40495	0.99696	-0.07796	0.00101	0.07795	0.99649	-0.03066	0.00138	0.03065	0.99953	
68.70673	165.75380	-190.40414	-1.69767	-0.08528	-4.47327	2.36629	0.99695	-0.07792	0.00379	0.07799	0.99652	-0.02942	-0.00149	0.02963	0.99956	
69.53207	165.26614	-184.67813	-1.60629	-0.33112	-4.46335	2.39533	0.99695	-0.07763	0.00794	0.07782	0.99659	-0.02750	-0.00578	0.02803	0.99959	
70.43048	163.79120	-178.89557	-1.61781	-0.59603	-4.47510	2.49858	0.99690	-0.07770	0.01257	0.07802	0.99658	-0.02733	-0.01040	0.02823	0.99955	
71.88394	165.28958	-173.51523	-1.19795	-0.89387	-4.60273	2.34497	0.99665	-0.07990	0.01722	0.08024	0.99658	-0.01959	-0.01560	0.02090	0.99966	
72.94235	164.59981	-168.99371	-1.21119	-1.09295	-4.60483	2.31666	0.99659	-0.07986	0.02071	0.08027	0.99658	-0.01954	-0.01907	0.02113	0.99959	
74.67157	163.60175	-165.54724	-1.20469	-1.29673	-4.61774	2.41916	0.99650	-0.08002	0.02424	0.08049	0.99657	-0.01913	-0.02263	0.02102	0.99952	
75.90747	164.41479	-163.42853	-1.13092	-1.39428	-4.61634	2.33678	0.99646	-0.07999	0.02584	0.08046	0.99660	-0.01771	-0.02433	0.01973	0.99951	
77.67227	164.61758	-162.54788	-1.11352	-1.48073	-4.61385	2.36776	0.99643	-0.07992	0.02732	0.08041	0.99661	-0.01729	-0.02584	0.01943	0.99948	
79.01379	165.07364	-163.28171	-1.09577	-1.47016	-4.58900	2.37029	0.99647	-0.07950	0.02710	0.07998	0.99665	-0.01701	-0.02566	0.01912	0.99949	
79.88474	164.62895	-165.57852	-1.15644	-1.36546	-4.62635	2.39824	0.99646	-0.08016	0.02537	0.08063	0.99658	-0.01819	-0.02383	0.02018	0.99951	
81.31760	164.48865	-167.64050	-1.26978	-1.29978	-4.65830	2.42307	0.99644	-0.08069	0.02440	0.08119	0.99649	-0.02025	-0.02268	0.02215	0.99950	
82.31613	165.08725	-170.14969	-1.34341	-1.17057	-4.64194	2.34623	0.99651	-0.08043	0.02225	0.08091	0.99648	-0.02172	-0.02043	0.02344	0.99952	
83.89877	165.19897	-172.44998	-1.44562	-1.12779	-4.68447	2.38457	0.99647	-0.08115	0.02167	0.08165	0.99638	-0.02354	-0.01968	0.02522	0.99949	
83.41251	164.59363	-175.12051	-1.65517	-0.88520	-4.68818	2.32473	0.99654	-0.08125	0.01775	0.08172	0.99627	-0.02753	-0.01545	0.02888	0.99946	
84.06073	164.64777	-176.24048	-1.83868	-0.80441	-4.66855	2.39833	0.99658	-0.08090	0.01660	0.08138	0.99621	-0.03084	-0.01404	0.03208	0.99939	
84.74249	163.24890	-176.21680	-2.29727	-0.75166	-4.44554	2.47807	0.99691	-0.07692	0.01618	0.07750	0.99623	-0.03895	-0.01312	0.04008	0.99911	
84.27161	164.75137	-176.24606	-2.25409	-0.66792	-4.46338	2.34476	0.99690	-0.07730	0.01467	0.07782	0.99623	-0.03831	-0.01166	0.03933	0.99916	
84.76407	165.72238	-175.02383	-2.25486	-0.71933	-4.47916	2.34259	0.99687	-0.07754	0.01558	0.07809	0.99621	-0.03824	-0.01255	0.03934	0.99915	
84.68185	164.40509	-173.24237	-2.52766	-0.74508	-4.41004	2.49797	0.99696	-0.07625	0.01634	0.07689	0.99611	-0.04297	-0.01300	0.04410	0.99894	
84.38361	165.01038	-171.33038	-2.46638	-0.79480	-4.42061	2.37403	0.99693	-0.07641	0.01713	0.07707	0.99615	-0.04184	-0.01387	0.04303	0.99898	
83.79980	165.67256	-170.46994	-2.32783	-0.78399	-4.42011	2.33474	0.99693	-0.07645	0.01676	0.07706	0.99625	-0.03944	-0.01368	0.04061	0.99908	
83.45380	167.74893	-169.87338	-2.04860	-0.82275	-4.40948	2.30736	0.99694	-0.07632	0.01706	0.07688	0.99644	-0.03454	-0.01436	0.03574	0.99926	
83.03976	166.59819	-169.40643	-2.04658	-0.84185	-4.43068	2.33282	0.99690	-0.07668	0.01740	0.07724	0.99642	-0.03447	-0.01469	0.03571	0.99925	
83.07001	165.80258	-169.81625	-2.00932	-0.86830	-4.41675	2.44833	0.99692	-0.07643	0.01780	0.07700	0.99646	-0.03379	-0.01515	0.03506	0.99927	
82.41769	168.12738	-171.60287	-1.54042	-0.78707	-4.47717	2.32544	0.99685	-0.07767	0.01579	0.07805	0.99662	-0.02573	-0.01374	0.02688	0.99954	
82.24811	168.00839	-173.42273	-1.40144	-0.74419	-4.47699	2.35303	0.99686	-0.07772	0.01485	0.07805	0.99668	-0.02337	-0.01299	0.02446	0.99962	
82.32794	168.81647	-175.84012	-1.08979	-0.69653	-4.56396	2.23683	0.99676	-0.07933	0.01363	0.07957	0.99667	-0.01799	-0.01216	0.01902	0.99975	
82.34470	167.42494	-178.39743	-1.10716	-0.61399	-4.56640	2.38004	0.99677	-0.07939	0.01222	0.07961	0.99666	-0.01841	-0.01072	0.01932	0.99976	
82.35413	166.87122	-180.52997	-1.09540	-0.52388	-4.54825	2.43914	0.99681	-0.07911	0.01063	0.07930	0.99668	-0.01833	-0.00914	0.01912	0.99978	
82.83557	166.49583	-182.03601	-1.04939	-0.49716	-4.52813	2.38325	0.99684	-0.07878	0.01009	0.07895	0.99672	-0.01757	-0.00868	0.01831	0.99979	
82.98413	166.00085	-182.92502	-1.06432	-0.45318	-4.53806	2.40949	0.99683	-0.07896	0.00935	0.07912	0.99670	-0.01789	-0.00791	0.01857	0.99980	
83.78232	167.11154	-182.83643	-0.92733	-0.50982	-4.64761	2.38681	0.99667	-0.08087	0.01018	0.08102	0.99659	-0.01541	-0.00890	0.01618	0.99983	
83.49741	166.05872	-182.69919	-1.05962	-0.46433	-4.68172	2.43796	0.99663	-0.08146	0.00959	0.08162	0.99651	-0.01777	-0.00810	0.01849	0.99980	
83.78403	166.14252	-181.20746	-1.15719	-0.49354	-4.70675	2.36405	0.99659	-0.08187	0.01024	0.08205	0.99644	-0.01942	-0.00861	0.02019	0.99976	
83.82242	165.08990	-179.30673	-1.39041	-0.53295	-4.74065	2.39815	0.99654	-0.08240	0.01127	0.08264	0.99630	-0.02341	-0.00930	0.02426	0.99966	
84.49475	164.88657	-176.85791	-1.56243	-0.63732	-4.78313	2.30904	0.99646	-0.08305	0.01335	0.08338	0.99617	-0.02624	-0.01112	0.02726	0.99957	
85.04471	164.91270	-174.29828	-1.66386	-0.75849	-4.80413	2.41143	0.99640	-0.08333	0.01562	0.08374	0.99610	-0.02783	-0.01324	0.02903	0.99949	
85.05981	164.98859	-172.04010	-1.84797	-0.78894	-4.82621	2.35335	0.99636	-0.08365	0.01643	0.08413	0.99597	-0.03098	-0.01377	0.03224	0.99939	
85.73117	165.27492	-170.16629	-1.93522	-0.88752	-4.80569	2.30336	0.99636	-0.08321	0.01826	0.08377	0.99596	-0.03235	-0.01549	0.03377	0.99931	
85.88864	164.67914	-168.93231	-2.22605	-0.90043	-4.70641	2.29511	0.99651	-0.08138	0.01884	0.08204	0.99593	-0.03742	-0.01571	0.03884	0.99912	
86.41693	165.42896	-168.66806	-2.25884	-0.94022	-4.68298	2.34245	0.99653	-0.08093	0.01956	0.08163	0.99594	-0.03794	-0.01641	0.03941	0.99909	
86.74017	165.80577	-168.63797	-2.24827	-0.93447	-4.68602	2.32638	0.99652	-0.08099	0.01945	0.08168	0.99594	-0.03777	-0.01631	0.03922	0.99910	
86.97809	166.08670	-169.84979	-2.27108	-0.89704	-4.66349	2.39460	0.99657	-0.08062	0.01881	0.08129	0.99596	-0.03822	-0.01566	0.03962	0.99909	
87.54724	166.10843	-170.97220	-2.24482	-0.88604	-4.64647	2.40893	0.99659	-0.08034	0.01857	0.08100	0.99600	-0.03779	-0.01546	0.03916	0.99911	
88.04236	165.79256	-173.12527	-2.19391	-0.84432	-4.61168	2.50629	0.99665	-0.07978	0.01776	0.08039	0.99608	-0.03697	-0.01474	0.03828	0.99916	
88.72629	168.08829	-175.25113	-1.94127	-0.80054	-4.50495	2.40926	0.99681	-0.07803	0.01658	0.07854	0.99638	-0.03267	-0.01397	0.03387	0.99933	
88.81705	167.50977	-177.01746	-1.85252	-0.72400	-4.49569	2.39739	0.99684	-0.07794	0.01512	0.07838	0.99643	-0.03124	-0.01264	0.03232	0.99940	
88.77237	168.78944	-179.28809	-1.47254	-0.66971	-4.57405	2.35348	0.99675	-0.07942	0.01370	0.07974	0.99651	-0.02468	-0.01169	0.02570	0.99960	
88.96823	167.95305	-180.49127	-1.46276	-0.62449	-4.54616	2.32357	0.99679	-0.07896	0.01288	0.07926	0.99655	-0.02458	-0.01090	0.02553	0.99961	
89.88464	168.23773	-180.90015	-1.30786	-0.68045	-4.51822	2.32664	0.99682	-0.07849	0.01363	0.07877	0.99665	-0.02182	-0.01188	0.02282	0.99967	
89.99548	168.60678	-181.30127	-1.12607	-0.67513	-4.53288	2.30427	0.99680	-0.07879	0.01330	0.07903	0.99670	-0.01866	-0.01178	0.01965	0.99974	
90.05103	169.25647	-181.02240	-0.89508	-0.70129	-4.58722	2.35579	0.99672	-0.07978	0.01345	0.07997	0.99669	-0.01459	-0.01224	0.01562	0.99980	
90.29364	168.51982	-180.10190	-0.90883	-0.74879	-4.61147	2.39028	0.99668	-0.08018	0.01430	0.08039	0.99665	-0.01476	-0.01307	0.01586	0.99979	
89.83566	168.19110	-179.49686	-0.93427	-0.71952	-4.63763	2.37610	0.99665	-0.08064	0.01383	0.08085	0.99661	-0.01524	-0.01256	0.01630	0.99979	
90.36377	167.25879	-177.57693	-1.07832	-0.81327	-4.65990	2.37204	0.99659	-0.08096	0.01567	0.08123	0.99654	-0.01760	-0.01419	0.01882	0.99972	
90.82858	166.23561	-175.64694	-1.32112	-0.87893	-4.64754	2.36803	0.99659	-0.08065	0.01715	0.08102	0.99648	-0.02174	-0.01534	0.02305	0.99962	
91.13098	166.31906	-174.20074	-1.35981	-0.95142	-4.69717	2.40019	0.99650	-0.08147	0.01849	0.08188	0.99639	-0.02229	-0.01660	0.02373	0.99958	
90.63040	165.09436	-173.14868	-1.60554	-0.90918	-4.76163	2.38608	0.99642	-0.08253	0.01813	0.08300	0.99619	-0.02660	-0.01587	0.02801	0.99948	
90.72763	166.32098	-172.27499	-1.63755	-0.93661	-4.78887	2.32492	0.99638	-0.08298	0.01867	0.08347	0.99614	-0.02711	-0.01635	0.02857	0.99946	
90.57901	165.95334	-171.28979	-1.75265	-0.92783	-4.85256	2.29684	0.99629	-0.08406	0.01871	0.08458	0.99599	-0.02911	-0.01619	0.03058	0.99940	
90.32089	164.30730	-170.26062	-2.02101	-0.91193	-4.93698	2.30575	0.99616	-0.08545	0.01888	0.08605	0.99572	-0.03377	-0.01592	0.03526	0.99925	
90.12811	162.66019	-169.25146	-2.33345	-0.90818	-4.87009	2.44492	0.99626	-0.08418	0.01924	0.08489	0.99562	-0.03922	-0.01585	0.04071	0.99905	
89.85565	163.40027	-168.10498	-2.35876	-0.91485	-4.82280	2.35915	0.99633	-0.08335	0.01936	0.08406	0.99567	-0.03967	-0.01597	0.04115	0.99903	
89.74756	162.84283	-166.49265	-2.38342	-0.96934	-4.84468	2.41594	0.99628	-0.08368	0.02035	0.08444	0.99562	-0.04001	-0.01692	0.04158	0.99899	
88.93640	163.11198	-165.22281	-2.35120	-0.96232	-4.83472	2.42556	0.99630	-0.08352	0.02018	0.08427	0.99566	-0.03946	-0.01679	0.04102	0.99902	
88.29446	163.14832	-163.70941	-2.24826	-0.98294	-4.80820	2.34185	0.99633	-0.08309	0.02037	0.08381	0.99577	-0.03765	-0.01715	0.03922	0.99908	
87.56787	164.80228	-162.31876	-1.88804	-1.04353	-4.87504	2.39378	0.99622	-0.08434	0.02094	0.08497	0.99589	-0.03128	-0.01821	0.03294	0.99929	
86.87064	164.89479	-161.06476	-1.71063	-1.09858	-4.88015	2.32837	0.99619	-0.08446	0.02163	0.08506	0.99598	-0.02811	-0.01917	0.02985	0.99937	
85.68295	164.64767	-161.01923	-1.59860	-1.05800	-4.83162	2.34275	0.99628	-0.08368	0.02074	0.08421	0.99610	-0.02624	-0.01846	0.02789	0.99944	
84.97885	164.32185	-160.74884	-1.48998	-1.08943	-4.77757	2.38605	0.99635	-0.08277	0.02111	0.08327	0.99623	-0.02433	-0.01901	0.02600	0.99948	
83.95782	165.48871	-162.22903	-1.29400	-1.02528	-4.76428	2.42879	0.99639	-0.08263	0.01970	0.08304	0.99632	-0.02102	-0.01789	0.02258	0.99958	
82.69995	165.44211	-165.03387	-1.23817	-0.91226	-4.73219	2.40273	0.99646	-0.08214	0.01765	0.08249	0.99639	-0.02022	-0.01592	0.02161	0.99964	
81.89166	166.61273	-168.86801	-1.06529	-0.80080	-4.69200	2.43524	0.99655	-0.08153	0.01545	0.08179	0.99650	-0.01739	-0.01398	0.01859	0.99973	
80.62875	167.84857	-173.99564	-0.96633	-0.62344	-4.68217	2.28654	0.99660	-0.08143	0.01222	0.08162	0.99654	-0.01592	-0.01088	0.01686	0.99980	
80.05347	167.74960	-180.08920	-0.99184	-0.45524	-4.68610	2.36391	0.99663	-0.08155	0.00933	0.08169	0.99652	-0.01660	-0.00795	0.01731	0.99982	
79.31094	169.07718	-186.51910	-0.98746	-0.25981	-4.68357	2.27261	0.99665	-0.08156	0.00593	0.08165	0.99652	-0.01681	-0.00453	0.01723	0.99984	
78.53738	168.73996	-192.91388	-1.19227	-0.02579	-4.69145	2.32628	0.99665	-0.08176	0.00215	0.08179	0.99643	-0.02070	-0.00045	0.02081	0.99978	
78.68750	168.55153	-198.89880	-1.39427	0.10755	-4.65654	2.42631	0.99670	-0.08120	0.00011	0.08118	0.99640	-0.02440	0.00188	0.02433	0.99970	
78.45581	169.21281	-204.11499	-1.56682	0.27910	-4.65066	2.45580	0.99670	-0.08118	-0.00264	0.08108	0.99632	-0.02765	0.00487	0.02734	0.99961	
79.18408	168.41454	-206.94174	-1.90698	0.33758	-4.61584	2.30951	0.99674	-0.08063	-0.00319	0.08047	0.99619	-0.03364	0.00589	0.03328	0.99943	
79.98987	169.52090	-208.50446	-1.94085	0.32647	-4.64573	2.35968	0.99670	-0.08114	-0.00293	0.08099	0.99613	-0.03422	0.00570	0.03387	0.99941	
80.78183	169.10770	-208.19159	-2.04689	0.27405	-4.70551	2.34453	0.99662	-0.08215	-0.00183	0.08203	0.99598	-0.03599	0.00478	0.03572	0.99935	
