NO_OF_FRAMES	14180
NO_OF_CAMERAS	2
NO_OF_BODIES	1
FREQUENCY	20
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2018-05-13, 11:12:26	4529.38133216
DATA_INCLUDED	6D
BODY_NAMES	New Body #1
 X	 Y	 Z	 Roll	 Pitch	 Yaw	 Residual	 Rot[0]	 Rot[1]	 Rot[2]	 Rot[3]	 Rot[4]	 Rot[5]	 Rot[6]	 Rot[7]	 Rot[8]
83.64902	163.37357	-177.84586	-2.14421	-0.68530	-4.16891	2.40607	0.99728	-0.07220	0.01464	0.07269	0.99669	-0.03645	-0.01196	0.03741	0.99923	
83.54276	163.98822	-177.66910	-2.11420	-0.69340	-4.21807	2.33081	0.99722	-0.07306	0.01477	0.07355	0.99665	-0.03590	-0.01210	0.03689	0.99925	
83.07755	164.36990	-177.87988	-2.10888	-0.65577	-4.20763	2.36866	0.99724	-0.07290	0.01411	0.07337	0.99666	-0.03586	-0.01145	0.03680	0.99926	
83.36047	163.56984	-177.20547	-2.17992	-0.69766	-4.20320	2.42959	0.99724	-0.07278	0.01492	0.07329	0.99662	-0.03704	-0.01218	0.03803	0.99920	
83.45755	162.64519	-176.20462	-2.18712	-0.73907	-4.21816	2.37478	0.99721	-0.07301	0.01566	0.07355	0.99660	-0.03711	-0.01290	0.03816	0.99919	
83.66824	162.26646	-175.04102	-2.21001	-0.76384	-4.14281	2.38729	0.99730	-0.07168	0.01607	0.07224	0.99668	-0.03750	-0.01333	0.03856	0.99917	
83.56033	164.05278	-174.80682	-1.90668	-0.76711	-4.13339	2.39299	0.99731	-0.07159	0.01574	0.07207	0.99688	-0.03222	-0.01339	0.03327	0.99936	
84.00369	164.88963	-174.06860	-1.54048	-0.86151	-4.26469	2.32339	0.99712	-0.07393	0.01699	0.07436	0.99690	-0.02569	-0.01504	0.02688	0.99953	
83.21527	164.20789	-174.20493	-1.50657	-0.76863	-4.22667	2.34127	0.99719	-0.07333	0.01531	0.07370	0.99696	-0.02523	-0.01341	0.02629	0.99956	
82.94083	164.65677	-174.26050	-1.36853	-0.74109	-4.14253	2.40460	0.99730	-0.07191	0.01462	0.07223	0.99713	-0.02289	-0.01293	0.02388	0.99963	
83.41293	165.35251	-173.88977	-1.22877	-0.77811	-4.06730	2.33227	0.99739	-0.07062	0.01506	0.07092	0.99727	-0.02043	-0.01358	0.02144	0.99968	
83.35846	165.45061	-174.10199	-1.17624	-0.77197	-4.04336	2.45659	0.99742	-0.07022	0.01488	0.07050	0.99732	-0.01953	-0.01347	0.02053	0.99970	
83.81787	165.20747	-173.86896	-1.13176	-0.81499	-4.03568	2.37832	0.99742	-0.07008	0.01558	0.07037	0.99735	-0.01870	-0.01422	0.01975	0.99970	
83.51233	166.52798	-174.50009	-1.01094	-0.78032	-4.02046	2.32781	0.99745	-0.06986	0.01482	0.07011	0.99740	-0.01665	-0.01362	0.01764	0.99975	
83.43576	166.80338	-175.08047	-0.98830	-0.76617	-4.06250	2.41670	0.99740	-0.07060	0.01456	0.07084	0.99736	-0.01626	-0.01337	0.01725	0.99976	
83.58719	166.73828	-175.47574	-1.02208	-0.79168	-4.07066	2.40988	0.99738	-0.07073	0.01505	0.07098	0.99734	-0.01681	-0.01382	0.01784	0.99975	
83.15286	165.82387	-176.06662	-1.18824	-0.75166	-4.16248	2.43776	0.99728	-0.07230	0.01459	0.07258	0.99717	-0.01973	-0.01312	0.02074	0.99970	
83.42572	163.96822	-175.73361	-1.66963	-0.74663	-4.02978	2.35356	0.99744	-0.06987	0.01504	0.07027	0.99713	-0.02815	-0.01303	0.02913	0.99949	
83.17078	162.88211	-176.01929	-1.91507	-0.70559	-4.04565	2.45620	0.99743	-0.07010	0.01463	0.07055	0.99698	-0.03247	-0.01231	0.03342	0.99937	
82.93051	163.83104	-176.55518	-1.84641	-0.69655	-4.19134	2.37318	0.99725	-0.07266	0.01447	0.07308	0.99684	-0.03125	-0.01216	0.03222	0.99941	
83.35434	162.00572	-176.05698	-2.13688	-0.73661	-4.22848	2.36543	0.99720	-0.07320	0.01556	0.07373	0.99662	-0.03624	-0.01286	0.03728	0.99922	
83.13763	161.47786	-175.98019	-2.32843	-0.70455	-4.18287	2.39008	0.99726	-0.07238	0.01522	0.07293	0.99655	-0.03962	-0.01230	0.04062	0.99910	
83.19070	161.98138	-175.98004	-2.35912	-0.69989	-4.20528	2.42378	0.99723	-0.07277	0.01519	0.07332	0.99650	-0.04016	-0.01222	0.04116	0.99908	
82.75534	161.77731	-176.09613	-2.40295	-0.65364	-4.22673	2.42937	0.99722	-0.07316	0.01446	0.07370	0.99644	-0.04097	-0.01141	0.04192	0.99906	
82.77231	161.16368	-175.91306	-2.45362	-0.63851	-4.22431	2.44658	0.99722	-0.07312	0.01426	0.07366	0.99640	-0.04187	-0.01114	0.04281	0.99902	
83.69266	160.61755	-174.89417	-2.44499	-0.73718	-4.22170	2.39931	0.99720	-0.07300	0.01596	0.07361	0.99642	-0.04160	-0.01287	0.04266	0.99901	
83.65784	160.95268	-175.01407	-2.32808	-0.72817	-4.18406	2.35426	0.99725	-0.07239	0.01563	0.07295	0.99655	-0.03959	-0.01271	0.04062	0.99909	
84.03503	162.09219	-174.72778	-2.10724	-0.76200	-4.10570	2.36481	0.99735	-0.07106	0.01589	0.07159	0.99679	-0.03572	-0.01330	0.03677	0.99924	
84.24084	163.21333	-174.65802	-1.82527	-0.78853	-4.10944	2.38521	0.99733	-0.07119	0.01600	0.07165	0.99695	-0.03078	-0.01376	0.03185	0.99940	
84.30042	164.45914	-174.99646	-1.46870	-0.80141	-4.11346	2.35086	0.99733	-0.07135	0.01578	0.07172	0.99712	-0.02456	-0.01399	0.02563	0.99957	
84.26913	165.71599	-175.09137	-1.03675	-0.81373	-4.22682	2.25941	0.99718	-0.07344	0.01549	0.07370	0.99714	-0.01700	-0.01420	0.01809	0.99974	
84.13522	164.99411	-175.53442	-0.96351	-0.79360	-4.19864	2.38142	0.99722	-0.07297	0.01504	0.07321	0.99719	-0.01576	-0.01385	0.01681	0.99976	
84.54889	164.69035	-175.47742	-0.88940	-0.83511	-4.15778	2.42725	0.99726	-0.07227	0.01566	0.07250	0.99726	-0.01442	-0.01457	0.01552	0.99977	
84.27628	165.77342	-175.92935	-0.70797	-0.79296	-4.13498	2.39004	0.99730	-0.07193	0.01469	0.07210	0.99733	-0.01133	-0.01384	0.01235	0.99983	
84.29376	165.39037	-175.67615	-0.69767	-0.80448	-4.16772	2.37266	0.99726	-0.07250	0.01489	0.07267	0.99729	-0.01112	-0.01404	0.01218	0.99983	
84.31030	165.74152	-176.09509	-0.70678	-0.79965	-4.16976	2.38105	0.99726	-0.07253	0.01482	0.07270	0.99729	-0.01129	-0.01396	0.01233	0.99983	
84.58798	165.15750	-175.64380	-0.84144	-0.82317	-4.19295	2.36405	0.99722	-0.07290	0.01540	0.07311	0.99723	-0.01360	-0.01437	0.01468	0.99979	
84.73178	163.68561	-175.48679	-1.14272	-0.84171	-4.27904	2.47037	0.99710	-0.07431	0.01613	0.07461	0.99704	-0.01879	-0.01469	0.01994	0.99969	
84.63464	162.28398	-174.98004	-1.50129	-0.82101	-4.28789	2.40288	0.99710	-0.07437	0.01624	0.07476	0.99689	-0.02506	-0.01433	0.02620	0.99955	
84.63666	162.28983	-175.01184	-1.73256	-0.81196	-4.29864	2.42100	0.99709	-0.07449	0.01639	0.07495	0.99676	-0.02909	-0.01417	0.03023	0.99944	
84.63208	161.71970	-174.60614	-2.03197	-0.78589	-4.36382	2.43971	0.99701	-0.07556	0.01637	0.07608	0.99651	-0.03431	-0.01372	0.03545	0.99928	
84.04672	160.31235	-174.90277	-2.50670	-0.69359	-4.27476	2.35805	0.99714	-0.07394	0.01532	0.07453	0.99630	-0.04271	-0.01211	0.04373	0.99897	
84.63550	161.52267	-174.57672	-2.54028	-0.73510	-4.28799	2.30785	0.99712	-0.07413	0.01610	0.07476	0.99626	-0.04324	-0.01283	0.04432	0.99894	
84.88928	160.57870	-174.04208	-2.83008	-0.73868	-4.25139	2.39283	0.99717	-0.07341	0.01650	0.07413	0.99608	-0.04828	-0.01289	0.04937	0.99870	
84.12875	161.39270	-174.91672	-2.78336	-0.64518	-4.24198	2.34712	0.99720	-0.07334	0.01481	0.07396	0.99612	-0.04759	-0.01126	0.04856	0.99876	
84.70532	160.28912	-174.37430	-2.79825	-0.71195	-4.25636	2.43622	0.99717	-0.07353	0.01600	0.07421	0.99610	-0.04776	-0.01243	0.04882	0.99873	
85.04303	161.54771	-174.36407	-2.56921	-0.74546	-4.19958	2.42915	0.99723	-0.07258	0.01625	0.07322	0.99636	-0.04375	-0.01301	0.04482	0.99891	
84.93271	161.85072	-174.80411	-2.25638	-0.75785	-4.27811	2.51773	0.99713	-0.07402	0.01612	0.07459	0.99648	-0.03828	-0.01323	0.03937	0.99914	
85.40799	162.71585	-174.45255	-1.93859	-0.81212	-4.22130	2.41434	0.99719	-0.07309	0.01662	0.07360	0.99675	-0.03269	-0.01417	0.03382	0.99933	
85.07428	162.99164	-174.70099	-1.66020	-0.79161	-4.14334	2.40395	0.99729	-0.07182	0.01587	0.07224	0.99700	-0.02790	-0.01382	0.02897	0.99948	
84.51956	165.49417	-175.23587	-0.98422	-0.76527	-4.26525	2.36004	0.99714	-0.07413	0.01459	0.07437	0.99710	-0.01614	-0.01336	0.01718	0.99976	
84.36688	164.49884	-175.32385	-0.90562	-0.75780	-4.20123	2.43935	0.99723	-0.07304	0.01435	0.07325	0.99720	-0.01479	-0.01323	0.01580	0.99979	
84.52673	165.06235	-175.28748	-0.69169	-0.77596	-4.12997	2.43663	0.99731	-0.07185	0.01438	0.07201	0.99734	-0.01107	-0.01354	0.01207	0.99984	
84.78259	164.34180	-175.10748	-0.67181	-0.80435	-4.12364	2.44917	0.99731	-0.07174	0.01484	0.07190	0.99735	-0.01069	-0.01404	0.01172	0.99983	
85.03372	165.00876	-175.08344	-0.56818	-0.81997	-4.09138	2.34166	0.99735	-0.07120	0.01498	0.07134	0.99741	-0.00887	-0.01431	0.00992	0.99985	
85.05832	165.63232	-175.26782	-0.56545	-0.81495	-4.08634	2.39674	0.99736	-0.07112	0.01489	0.07125	0.99742	-0.00883	-0.01422	0.00987	0.99985	
85.11029	165.29837	-175.70764	-0.68920	-0.80498	-4.13506	2.47985	0.99730	-0.07193	0.01488	0.07210	0.99734	-0.01098	-0.01405	0.01203	0.99983	
85.29599	165.94525	-176.04340	-0.77274	-0.81183	-4.21479	2.39729	0.99720	-0.07330	0.01512	0.07349	0.99722	-0.01241	-0.01417	0.01349	0.99981	
84.96680	161.90219	-175.89331	-1.58398	-0.73254	-4.17876	2.42434	0.99726	-0.07249	0.01476	0.07286	0.99699	-0.02664	-0.01278	0.02764	0.99954	
84.61096	161.98587	-176.49597	-1.81799	-0.67423	-4.22075	2.41677	0.99722	-0.07319	0.01406	0.07359	0.99681	-0.03077	-0.01177	0.03172	0.99943	
84.95126	162.74335	-176.61865	-1.99052	-0.70520	-4.28226	2.37273	0.99713	-0.07420	0.01486	0.07466	0.99664	-0.03372	-0.01231	0.03473	0.99932	
84.55420	162.31540	-176.74890	-2.25827	-0.64695	-4.35912	2.33100	0.99704	-0.07550	0.01424	0.07600	0.99637	-0.03843	-0.01129	0.03940	0.99916	
84.49783	160.70837	-176.58344	-2.65294	-0.62879	-4.30513	2.41043	0.99712	-0.07448	0.01441	0.07506	0.99615	-0.04533	-0.01097	0.04628	0.99887	
84.82239	161.09683	-176.00745	-2.73535	-0.66234	-4.33986	2.36161	0.99707	-0.07504	0.01512	0.07567	0.99604	-0.04671	-0.01156	0.04772	0.99879	
85.23230	160.58516	-175.60077	-2.80214	-0.70825	-4.34873	2.38241	0.99704	-0.07513	0.01602	0.07582	0.99597	-0.04781	-0.01236	0.04888	0.99873	
84.81378	159.77194	-175.31232	-2.83718	-0.67472	-4.35291	2.38369	0.99705	-0.07523	0.01548	0.07589	0.99594	-0.04846	-0.01178	0.04949	0.99870	
84.75845	159.01244	-174.93750	-2.81628	-0.67476	-4.34292	2.37687	0.99706	-0.07506	0.01545	0.07572	0.99597	-0.04810	-0.01178	0.04913	0.99872	
85.34164	160.25519	-174.34296	-2.59150	-0.72810	-4.25812	2.34621	0.99716	-0.07360	0.01602	0.07424	0.99626	-0.04415	-0.01271	0.04521	0.99890	
85.59393	161.14468	-174.18680	-2.27745	-0.76788	-4.19659	2.44969	0.99723	-0.07259	0.01626	0.07317	0.99657	-0.03865	-0.01340	0.03973	0.99912	
85.59686	162.54614	-174.11484	-1.89627	-0.77233	-4.16551	2.39215	0.99727	-0.07215	0.01584	0.07263	0.99684	-0.03202	-0.01348	0.03309	0.99936	
85.37567	165.50310	-174.46143	-1.28674	-0.75666	-4.16096	2.38381	0.99728	-0.07224	0.01480	0.07255	0.99713	-0.02144	-0.01321	0.02245	0.99966	
85.63541	164.85960	-174.29367	-1.18485	-0.78906	-4.12143	2.38404	0.99732	-0.07157	0.01522	0.07186	0.99722	-0.01964	-0.01377	0.02068	0.99969	
86.25690	166.00433	-174.16071	-0.88605	-0.84085	-4.04089	2.34735	0.99741	-0.07023	0.01573	0.07046	0.99741	-0.01439	-0.01468	0.01546	0.99977	
86.29019	166.70982	-174.29019	-0.72086	-0.83298	-4.01453	2.32644	0.99744	-0.06982	0.01538	0.07000	0.99748	-0.01153	-0.01454	0.01258	0.99982	
86.22549	167.02567	-174.51682	-0.63492	-0.81961	-4.00169	2.40745	0.99746	-0.06962	0.01504	0.06978	0.99751	-0.01006	-0.01430	0.01108	0.99984	
85.97171	167.15991	-175.04507	-0.64107	-0.78167	-4.00629	2.41270	0.99746	-0.06971	0.01439	0.06986	0.99750	-0.01021	-0.01364	0.01119	0.99984	
85.83057	167.51854	-175.61002	-0.66860	-0.75891	-4.01766	2.46552	0.99746	-0.06990	0.01403	0.07006	0.99749	-0.01071	-0.01325	0.01167	0.99984	
86.17578	168.40549	-175.76520	-0.70699	-0.79175	-4.05514	2.40385	0.99740	-0.07054	0.01466	0.07071	0.99743	-0.01133	-0.01382	0.01234	0.99983	
86.14563	167.83856	-175.91354	-0.90634	-0.78105	-4.13954	2.25452	0.99730	-0.07196	0.01474	0.07218	0.99728	-0.01479	-0.01363	0.01582	0.99978	
86.22064	164.99083	-175.81030	-1.51221	-0.77355	-4.11920	2.35413	0.99733	-0.07145	0.01536	0.07183	0.99709	-0.02535	-0.01350	0.02639	0.99956	
85.57495	163.44612	-176.27515	-1.98704	-0.67920	-4.04350	2.48229	0.99744	-0.07006	0.01426	0.07051	0.99694	-0.03375	-0.01185	0.03467	0.99933	
86.27527	164.73596	-176.17694	-2.05012	-0.75305	-4.10510	2.41760	0.99735	-0.07107	0.01566	0.07158	0.99683	-0.03474	-0.01314	0.03577	0.99927	
85.76904	163.90242	-176.62161	-2.28284	-0.70108	-4.18042	2.38002	0.99726	-0.07235	0.01510	0.07289	0.99658	-0.03884	-0.01224	0.03983	0.99913	
86.02594	162.72391	-176.32782	-2.52251	-0.71685	-4.22052	2.39809	0.99721	-0.07297	0.01570	0.07359	0.99636	-0.04297	-0.01251	0.04401	0.99895	
86.09482	163.32661	-176.40680	-2.55601	-0.71763	-4.25533	2.31783	0.99717	-0.07357	0.01579	0.07420	0.99629	-0.04354	-0.01252	0.04459	0.99893	
85.88852	163.04584	-176.57571	-2.60425	-0.69204	-4.25733	2.45605	0.99717	-0.07361	0.01541	0.07423	0.99625	-0.04442	-0.01208	0.04543	0.99889	
85.92770	163.09366	-176.32507	-2.59701	-0.67665	-4.25380	2.35469	0.99718	-0.07356	0.01513	0.07417	0.99626	-0.04431	-0.01181	0.04531	0.99890	
85.92267	161.76279	-176.01743	-2.65012	-0.68081	-4.24553	2.41163	0.99719	-0.07340	0.01526	0.07403	0.99623	-0.04523	-0.01188	0.04623	0.99886	
85.98734	161.24083	-175.63571	-2.61131	-0.66963	-4.21050	2.41792	0.99723	-0.07281	0.01499	0.07342	0.99630	-0.04458	-0.01169	0.04556	0.99889	
86.90463	162.04187	-174.77579	-2.40654	-0.76488	-4.10681	2.37619	0.99734	-0.07099	0.01631	0.07161	0.99659	-0.04093	-0.01335	0.04199	0.99903	
86.83652	162.86935	-174.65784	-2.18365	-0.75184	-4.03407	2.41601	0.99744	-0.06980	0.01576	0.07034	0.99683	-0.03709	-0.01312	0.03810	0.99919	
86.86261	165.67172	-174.84439	-1.52354	-0.80267	-4.15674	2.42741	0.99727	-0.07209	0.01589	0.07248	0.99704	-0.02550	-0.01401	0.02659	0.99955	
87.19870	165.63193	-174.23148	-1.32201	-0.84678	-4.15547	2.32812	0.99726	-0.07210	0.01641	0.07246	0.99713	-0.02194	-0.01478	0.02307	0.99962	
86.79803	164.49498	-174.49850	-1.30354	-0.80875	-4.11815	2.41901	0.99732	-0.07147	0.01571	0.07181	0.99718	-0.02168	-0.01411	0.02275	0.99964	
86.85245	165.03816	-174.44824	-1.19279	-0.80320	-4.05853	2.43164	0.99739	-0.07047	0.01545	0.07077	0.99730	-0.01977	-0.01402	0.02081	0.99969	
86.81458	166.60988	-174.83536	-0.87353	-0.82063	-4.10638	2.35527	0.99733	-0.07138	0.01538	0.07160	0.99733	-0.01418	-0.01432	0.01524	0.99978	
86.73856	166.56262	-174.92661	-0.84958	-0.80759	-4.13890	2.39024	0.99729	-0.07196	0.01513	0.07217	0.99730	-0.01377	-0.01409	0.01483	0.99979	
86.60199	166.64882	-174.97089	-0.82587	-0.81520	-4.19997	2.38400	0.99721	-0.07303	0.01524	0.07323	0.99723	-0.01333	-0.01423	0.01441	0.99979	
86.69006	166.41489	-175.17407	-0.87927	-0.82593	-4.21346	2.39027	0.99719	-0.07324	0.01550	0.07346	0.99720	-0.01425	-0.01441	0.01534	0.99978	
86.83600	167.26422	-175.11639	-0.89647	-0.84281	-4.22886	2.36428	0.99717	-0.07350	0.01582	0.07373	0.99717	-0.01452	-0.01471	0.01564	0.99977	
86.79663	166.38432	-174.85892	-1.09116	-0.84954	-4.30252	2.33914	0.99707	-0.07473	0.01621	0.07501	0.99702	-0.01788	-0.01483	0.01904	0.99971	
86.56375	166.52882	-175.01456	-1.17323	-0.81904	-4.35241	2.31284	0.99701	-0.07558	0.01580	0.07588	0.99693	-0.01933	-0.01429	0.02047	0.99969	
86.63171	163.82971	-174.78156	-1.65184	-0.80798	-4.32713	2.43272	0.99705	-0.07501	0.01623	0.07544	0.99677	-0.02768	-0.01410	0.02882	0.99949	
86.25095	162.51274	-175.08548	-1.93585	-0.74636	-4.27115	2.50624	0.99714	-0.07400	0.01550	0.07447	0.99669	-0.03272	-0.01303	0.03378	0.99934	
86.60150	162.15756	-175.24832	-2.06829	-0.76647	-4.28972	2.44131	0.99711	-0.07427	0.01603	0.07479	0.99659	-0.03499	-0.01338	0.03609	0.99926	
86.51816	161.01932	-175.07266	-2.24875	-0.74456	-4.30669	2.43787	0.99709	-0.07453	0.01589	0.07509	0.99645	-0.03815	-0.01299	0.03923	0.99915	
86.03616	160.88388	-175.85733	-2.25397	-0.68613	-4.32199	2.40130	0.99708	-0.07483	0.01490	0.07536	0.99642	-0.03832	-0.01197	0.03933	0.99915	
85.70905	160.77991	-176.58130	-2.26513	-0.64490	-4.33138	2.36884	0.99708	-0.07502	0.01420	0.07552	0.99640	-0.03856	-0.01126	0.03952	0.99916	
85.84164	160.54791	-176.30933	-2.25089	-0.66456	-4.36271	2.32420	0.99704	-0.07556	0.01454	0.07606	0.99637	-0.03828	-0.01160	0.03927	0.99916	
86.20303	158.88260	-176.10107	-2.34356	-0.72426	-4.38988	2.39165	0.99699	-0.07596	0.01572	0.07654	0.99627	-0.03980	-0.01264	0.04089	0.99908	
85.52087	158.94707	-176.76114	-2.30372	-0.65862	-4.34191	2.39983	0.99706	-0.07519	0.01450	0.07570	0.99636	-0.03921	-0.01149	0.04019	0.99913	
85.76059	158.41339	-176.19186	-2.31050	-0.71078	-4.29141	2.47985	0.99712	-0.07427	0.01538	0.07482	0.99642	-0.03927	-0.01241	0.04031	0.99911	
85.68591	159.54034	-176.15018	-2.13035	-0.71770	-4.24881	2.38953	0.99717	-0.07357	0.01524	0.07408	0.99660	-0.03614	-0.01253	0.03717	0.99923	
85.92828	159.97649	-175.68365	-1.97894	-0.77709	-4.23948	2.33820	0.99717	-0.07341	0.01607	0.07392	0.99670	-0.03344	-0.01356	0.03453	0.99931	
85.71741	159.53604	-175.26321	-1.94673	-0.78909	-4.22281	2.40161	0.99719	-0.07313	0.01623	0.07363	0.99674	-0.03286	-0.01377	0.03397	0.99933	
85.59384	160.57385	-175.24710	-1.71964	-0.79736	-4.21501	2.40111	0.99720	-0.07305	0.01608	0.07349	0.99688	-0.02891	-0.01392	0.03001	0.99945	
85.57559	163.49500	-175.18661	-1.15531	-0.84820	-4.38060	2.29234	0.99697	-0.07607	0.01630	0.07637	0.99690	-0.01897	-0.01480	0.02016	0.99969	
85.31952	163.02884	-174.92825	-1.20224	-0.82037	-4.33393	2.40808	0.99704	-0.07525	0.01586	0.07556	0.99694	-0.01984	-0.01432	0.02098	0.99968	
85.30972	163.10208	-174.67035	-1.18978	-0.80966	-4.28564	2.39314	0.99710	-0.07442	0.01564	0.07472	0.99701	-0.01965	-0.01413	0.02076	0.99968	
85.42511	163.88248	-174.75827	-1.10746	-0.80540	-4.27136	2.37099	0.99712	-0.07420	0.01545	0.07447	0.99706	-0.01823	-0.01406	0.01933	0.99971	
85.23300	164.21063	-174.85843	-1.07815	-0.78135	-4.26307	2.38984	0.99714	-0.07407	0.01500	0.07433	0.99708	-0.01775	-0.01364	0.01881	0.99973	
85.25540	164.10687	-174.95035	-1.09366	-0.77361	-4.27501	2.40334	0.99713	-0.07427	0.01488	0.07454	0.99706	-0.01803	-0.01350	0.01909	0.99973	
85.31763	164.27875	-174.84061	-1.12345	-0.78013	-4.29083	2.39775	0.99710	-0.07454	0.01504	0.07481	0.99703	-0.01853	-0.01362	0.01960	0.99972	
84.42087	163.02481	-175.14273	-1.41690	-0.66717	-4.23957	2.41208	0.99720	-0.07362	0.01344	0.07392	0.99698	-0.02380	-0.01164	0.02473	0.99963	
84.69046	163.41962	-175.11990	-1.43764	-0.72403	-4.25950	2.40202	0.99716	-0.07393	0.01446	0.07427	0.99695	-0.02408	-0.01264	0.02509	0.99961	
84.61053	163.02316	-175.08490	-1.55091	-0.72989	-4.30498	2.40085	0.99710	-0.07469	0.01473	0.07506	0.99684	-0.02603	-0.01274	0.02706	0.99955	
84.63156	162.13193	-174.83148	-1.74586	-0.75935	-4.35419	2.42558	0.99703	-0.07548	0.01552	0.07592	0.99668	-0.02937	-0.01325	0.03046	0.99945	
84.72046	161.58774	-174.75815	-1.88493	-0.80016	-4.34712	2.46311	0.99703	-0.07530	0.01641	0.07579	0.99662	-0.03174	-0.01396	0.03289	0.99936	
84.26096	161.20279	-174.90051	-2.02546	-0.77327	-4.42511	2.51491	0.99693	-0.07663	0.01617	0.07715	0.99643	-0.03420	-0.01350	0.03534	0.99928	
83.98697	161.28087	-175.43967	-2.13079	-0.74599	-4.41939	2.36819	0.99694	-0.07652	0.01584	0.07705	0.99637	-0.03607	-0.01302	0.03718	0.99922	
83.95496	160.03561	-175.16016	-2.39150	-0.76078	-4.38351	2.45630	0.99699	-0.07581	0.01642	0.07643	0.99625	-0.04059	-0.01328	0.04172	0.99904	
83.38058	161.60300	-176.33212	-2.28148	-0.68956	-4.34530	2.38608	0.99705	-0.07523	0.01501	0.07576	0.99637	-0.03878	-0.01203	0.03981	0.99913	
83.59399	161.91754	-176.46121	-2.24186	-0.71487	-4.31723	2.37143	0.99708	-0.07473	0.01538	0.07527	0.99644	-0.03807	-0.01248	0.03911	0.99916	
83.78378	162.06290	-176.45245	-2.24710	-0.74104	-4.27972	2.47904	0.99713	-0.07406	0.01581	0.07462	0.99648	-0.03814	-0.01293	0.03921	0.99915	
83.96155	162.67712	-176.61884	-2.13900	-0.74182	-4.22120	2.38429	0.99720	-0.07307	0.01565	0.07360	0.99663	-0.03627	-0.01295	0.03732	0.99922	
84.08273	164.43584	-176.86401	-1.84421	-0.74012	-4.20421	2.35205	0.99723	-0.07286	0.01524	0.07331	0.99682	-0.03115	-0.01292	0.03218	0.99940	
83.52277	163.73463	-177.37128	-1.81237	-0.68052	-4.17683	2.42230	0.99727	-0.07242	0.01414	0.07283	0.99687	-0.03068	-0.01188	0.03162	0.99943	
83.58826	163.60403	-176.89490	-1.77204	-0.67439	-4.13297	2.45441	0.99733	-0.07167	0.01396	0.07207	0.99695	-0.02999	-0.01177	0.03092	0.99945	
83.70502	165.42435	-176.48474	-1.48744	-0.69431	-4.09378	2.29969	0.99738	-0.07105	0.01394	0.07138	0.99713	-0.02503	-0.01212	0.02596	0.99959	
