NO_OF_FRAMES	14124
NO_OF_CAMERAS	2
NO_OF_BODIES	1
FREQUENCY	20
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2018-05-13, 11:12:26	4529.38133216
DATA_INCLUDED	6D
BODY_NAMES	New Body #1
 X	 Y	 Z	 Roll	 Pitch	 Yaw	 Residual	 Rot[0]	 Rot[1]	 Rot[2]	 Rot[3]	 Rot[4]	 Rot[5]	 Rot[6]	 Rot[7]	 Rot[8]
54.81036	158.64633	-168.76944	-0.82617	-0.29436	-5.50753	2.30120	0.99537	-0.09589	0.00650	0.09598	0.99529	-0.01386	-0.00514	0.01442	0.99988	
47.64633	154.20464	-188.29559	-0.90014	0.44375	-5.58241	2.33818	0.99523	-0.09739	-0.00618	0.09727	0.99512	-0.01639	0.00774	0.01571	0.99985	
41.41751	152.06248	-205.69461	-0.79250	1.01025	-5.68759	2.21570	0.99492	-0.09934	-0.01617	0.09909	0.99496	-0.01551	0.01763	0.01383	0.99975	
34.42392	150.38486	-221.17404	-0.83424	1.62133	-5.70237	2.29968	0.99465	-0.09976	-0.02670	0.09932	0.99491	-0.01730	0.02829	0.01455	0.99949	
28.76559	149.30836	-232.62161	-0.93575	2.00781	-5.74471	2.33189	0.99437	-0.10065	-0.03322	0.10003	0.99479	-0.01976	0.03504	0.01632	0.99925	
23.72803	150.66751	-239.48865	-1.04703	2.26106	-5.73946	2.19467	0.99421	-0.10071	-0.03742	0.09993	0.99475	-0.02213	0.03945	0.01826	0.99905	
20.02771	152.70660	-242.00098	-1.32260	2.31245	-5.71970	2.20358	0.99421	-0.10056	-0.03784	0.09958	0.99466	-0.02699	0.04035	0.02306	0.99892	
16.97791	153.29259	-240.63095	-1.92024	2.26898	-5.52375	2.25593	0.99458	-0.09752	-0.03616	0.09618	0.99467	-0.03716	0.03959	0.03348	0.99865	
15.24551	157.59714	-236.05338	-2.01202	1.98736	-5.55301	2.23124	0.99471	-0.09792	-0.03110	0.09671	0.99458	-0.03830	0.03468	0.03509	0.99878	
13.56332	160.08429	-228.51932	-2.37788	1.67941	-5.45362	2.36101	0.99505	-0.09617	-0.02521	0.09500	0.99450	-0.04409	0.02931	0.04147	0.99871	
13.35687	164.39996	-219.02258	-2.46071	1.14753	-5.32143	2.29857	0.99549	-0.09351	-0.01594	0.09272	0.99469	-0.04460	0.02003	0.04293	0.99888	
12.30319	168.06128	-208.50284	-2.39918	0.67708	-5.28985	2.23677	0.99567	-0.09261	-0.00790	0.09219	0.99482	-0.04277	0.01182	0.04186	0.99905	
12.77228	171.79105	-196.57617	-2.16552	0.02704	-5.15710	2.18029	0.99595	-0.08984	0.00293	0.08989	0.99524	-0.03768	0.00047	0.03779	0.99929	
12.93420	175.38623	-185.06418	-1.75249	-0.55026	-5.02557	2.18537	0.99611	-0.08727	0.01224	0.08760	0.99572	-0.02962	-0.00960	0.03058	0.99949	
13.82715	177.40036	-173.23807	-1.28521	-1.19440	-4.93609	2.17810	0.99607	-0.08556	0.02269	0.08603	0.99608	-0.02055	-0.02084	0.02242	0.99953	
14.01306	181.53845	-163.34564	-0.40404	-1.70341	-4.91081	2.12628	0.99589	-0.08539	0.03022	0.08557	0.99632	-0.00448	-0.02973	0.00705	0.99953	
15.28864	182.07159	-153.50165	0.03753	-2.22701	-4.74513	2.14095	0.99582	-0.08275	0.03867	0.08266	0.99657	0.00387	-0.03886	-0.00065	0.99924	
15.53061	182.88559	-145.66324	0.48895	-2.56675	-4.58198	2.20010	0.99580	-0.08026	0.04396	0.07981	0.99674	0.01208	-0.04478	-0.00853	0.99896	
16.24454	184.44724	-139.56503	0.96506	-2.85339	-4.49611	2.22498	0.99569	-0.07922	0.04830	0.07829	0.99672	0.02069	-0.04978	-0.01682	0.99862	
16.45407	184.55867	-134.92758	1.21491	-3.03921	-4.46004	2.28093	0.99557	-0.07887	0.05120	0.07765	0.99666	0.02526	-0.05302	-0.02117	0.99837	
16.48837	183.68695	-132.34488	1.20472	-3.10305	-4.44520	2.21937	0.99553	-0.07862	0.05233	0.07739	0.99668	0.02516	-0.05413	-0.02099	0.99831	
16.31375	180.37735	-130.76074	0.78815	-3.11654	-4.50325	2.35279	0.99544	-0.07925	0.05311	0.07840	0.99676	0.01798	-0.05437	-0.01373	0.99843	
15.26105	178.79678	-131.71701	0.46962	-2.98594	-4.70689	2.28525	0.99527	-0.08248	0.05124	0.08195	0.99656	0.01244	-0.05209	-0.00819	0.99861	
13.29108	174.12021	-133.97974	-0.37767	-2.69539	-4.80648	2.31388	0.99538	-0.08348	0.04741	0.08370	0.99649	-0.00263	-0.04703	0.00658	0.99887	
11.18121	171.46625	-138.34811	-0.94715	-2.39081	-5.05730	2.22970	0.99524	-0.08745	0.04300	0.08808	0.99603	-0.01279	-0.04172	0.01652	0.99899	
8.73083	166.16083	-143.56921	-2.02200	-2.00145	-5.16042	2.23648	0.99534	-0.08866	0.03794	0.08989	0.99544	-0.03200	-0.03492	0.03526	0.99877	
4.76480	160.80891	-150.74316	-2.97439	-1.43719	-5.38912	2.32858	0.99527	-0.09250	0.02981	0.09389	0.99436	-0.04931	-0.02508	0.05187	0.99834	
1.55389	156.97412	-158.10376	-3.80604	-0.93154	-5.50784	2.28986	0.99525	-0.09470	0.02252	0.09597	0.99329	-0.06452	-0.01626	0.06637	0.99766	
-1.60114	153.78903	-166.06558	-4.45317	-0.44837	-5.59060	2.31023	0.99521	-0.09652	0.01533	0.09742	0.99230	-0.07651	-0.00783	0.07764	0.99695	
-5.46848	153.47623	-175.41861	-4.64394	0.09149	-5.62852	2.37036	0.99518	-0.09789	0.00636	0.09808	0.99190	-0.08073	0.00160	0.08096	0.99672	
-9.16687	153.50885	-184.63599	-4.66499	0.58890	-5.62212	2.31562	0.99514	-0.09847	-0.00223	0.09796	0.99181	-0.08194	0.01028	0.08133	0.99663	
-12.50436	152.92383	-192.21375	-4.70261	0.95437	-5.56468	2.37936	0.99515	-0.09800	-0.00857	0.09696	0.99180	-0.08321	0.01666	0.08197	0.99650	
-15.18451	153.27267	-198.54984	-4.52934	1.24241	-5.46107	2.31754	0.99523	-0.09658	-0.01400	0.09515	0.99219	-0.08067	0.02168	0.07895	0.99664	
-17.28955	157.50345	-204.23358	-3.86112	1.42124	-5.21312	2.19541	0.99556	-0.09232	-0.01853	0.09083	0.99345	-0.06931	0.02480	0.06732	0.99742	
-19.00607	161.79770	-208.92670	-2.82541	1.46354	-5.30032	2.21240	0.99540	-0.09352	-0.02085	0.09235	0.99440	-0.05144	0.02554	0.04928	0.99846	
-19.88492	164.90143	-211.20984	-2.01931	1.40710	-5.17806	2.20348	0.99562	-0.09106	-0.02126	0.09022	0.99522	-0.03731	0.02456	0.03523	0.99908	
-18.91003	167.31059	-211.70099	-1.39968	1.17566	-4.96670	2.19836	0.99604	-0.08705	-0.01832	0.08656	0.99590	-0.02611	0.02052	0.02442	0.99949	
-18.11115	173.21336	-211.92361	-0.30976	0.90475	-4.93402	2.14030	0.99617	-0.08609	-0.01527	0.08600	0.99627	-0.00674	0.01579	0.00541	0.99986	
-16.27792	177.34145	-210.70563	0.54952	0.58725	-4.89423	2.17219	0.99630	-0.08521	-0.01103	0.08531	0.99632	0.00868	0.01025	-0.00959	0.99990	
-14.24564	180.76997	-209.18948	1.11869	0.27996	-4.75377	2.19026	0.99655	-0.08276	-0.00649	0.08287	0.99638	0.01905	0.00489	-0.01952	0.99980	
-11.10190	181.71344	-206.81943	1.39845	-0.08028	-4.81234	2.16424	0.99647	-0.08390	-0.00065	0.08389	0.99618	0.02444	-0.00140	-0.02441	0.99970	
-7.36490	183.23055	-203.90253	1.53915	-0.44166	-4.81386	2.09743	0.99644	-0.08409	0.00542	0.08392	0.99610	0.02741	-0.00771	-0.02686	0.99961	
-3.83221	185.37112	-201.75464	1.54839	-0.68629	-4.80520	2.17957	0.99641	-0.08406	0.00967	0.08376	0.99609	0.02793	-0.01198	-0.02702	0.99956	
0.71939	186.75714	-197.61172	1.43920	-1.01058	-4.84587	2.19318	0.99627	-0.08489	0.01545	0.08446	0.99607	0.02652	-0.01764	-0.02511	0.99953	
4.17880	186.79697	-193.70767	0.98557	-1.16477	-4.90224	2.21047	0.99614	-0.08579	0.01878	0.08544	0.99616	0.01887	-0.02033	-0.01720	0.99965	
8.83319	186.30392	-187.25638	0.35897	-1.45632	-4.79395	2.24560	0.99618	-0.08373	0.02480	0.08355	0.99647	0.00837	-0.02541	-0.00626	0.99966	
12.48517	185.05055	-178.70386	-0.35081	-1.70906	-4.71554	2.27055	0.99617	-0.08203	0.03023	0.08217	0.99661	-0.00365	-0.02982	0.00612	0.99954	
14.68655	183.48096	-167.91443	-1.00706	-1.96245	-4.72295	2.22531	0.99602	-0.08173	0.03557	0.08229	0.99650	-0.01470	-0.03424	0.01757	0.99926	
16.31171	183.19803	-155.11148	-1.31160	-2.27363	-4.86291	2.21274	0.99562	-0.08384	0.04146	0.08471	0.99622	-0.01945	-0.03967	0.02287	0.99895	
16.86673	180.10721	-140.60818	-2.00356	-2.55369	-4.75962	2.34333	0.99556	-0.08137	0.04728	0.08289	0.99607	-0.03115	-0.04456	0.03493	0.99840	
16.97321	175.48068	-124.49149	-2.68362	-2.90343	-4.75201	2.29630	0.99528	-0.08039	0.05430	0.08274	0.99567	-0.04247	-0.05065	0.04676	0.99762	
16.13885	174.45287	-109.42230	-2.75890	-3.20321	-4.87730	2.30297	0.99482	-0.08224	0.05970	0.08489	0.99545	-0.04321	-0.05588	0.04806	0.99728	
14.43512	171.16734	-95.66025	-2.92699	-3.43955	-4.97517	2.27641	0.99444	-0.08356	0.06412	0.08657	0.99520	-0.04567	-0.06000	0.05097	0.99690	
12.70340	168.62479	-84.17468	-2.99319	-3.60348	-5.02447	2.19135	0.99419	-0.08419	0.06710	0.08741	0.99509	-0.04652	-0.06285	0.05211	0.99666	
9.97314	165.39087	-77.29047	-2.99934	-3.57700	-5.05285	2.34240	0.99417	-0.08470	0.06667	0.08790	0.99504	-0.04663	-0.06239	0.05222	0.99668	
6.44943	162.32985	-75.28299	-2.97906	-3.36809	-5.05503	2.27019	0.99439	-0.08495	0.06302	0.08796	0.99503	-0.04660	-0.05875	0.05188	0.99692	
2.96771	161.36276	-78.88605	-2.69635	-3.03922	-4.97909	2.26351	0.99483	-0.08421	0.05684	0.08667	0.99534	-0.04227	-0.05302	0.04698	0.99749	
-1.11404	160.35571	-88.77344	-2.21726	-2.55094	-5.05403	2.25431	0.99512	-0.08631	0.04771	0.08801	0.99552	-0.03462	-0.04451	0.03865	0.99826	
-6.16501	158.54329	-104.13623	-1.69956	-1.87142	-5.18965	2.31119	0.99537	-0.08945	0.03519	0.09040	0.99555	-0.02658	-0.03266	0.02964	0.99903	
-11.20734	156.28629	-124.07532	-1.46232	-1.07720	-5.10314	2.25349	0.99586	-0.08844	0.02099	0.08893	0.99575	-0.02375	-0.01880	0.02552	0.99950	
-16.89612	156.47153	-147.68280	-0.94728	-0.20119	-5.07893	2.19404	0.99607	-0.08846	0.00496	0.08853	0.99594	-0.01616	-0.00351	0.01653	0.99986	
-22.01721	154.27022	-171.93771	-0.71157	0.63309	-5.10690	2.23716	0.99597	-0.08914	-0.00990	0.08901	0.99594	-0.01335	0.01105	0.01242	0.99986	
-28.02521	153.84518	-196.63422	-0.49354	1.50465	-5.06777	2.17388	0.99575	-0.08856	-0.02539	0.08830	0.99603	-0.01090	0.02626	0.00861	0.99962	
-32.57947	153.44884	-219.17294	-0.34787	2.22015	-5.08633	2.20025	0.99531	-0.08889	-0.03805	0.08859	0.99602	-0.00948	0.03874	0.00607	0.99923	
-36.40396	152.32527	-238.77054	-0.42150	2.79132	-5.14648	2.35367	0.99479	-0.09006	-0.04784	0.08960	0.99591	-0.01170	0.04870	0.00735	0.99879	
-39.45889	152.05061	-254.24655	-0.53997	3.25945	-5.18670	2.20118	0.99429	-0.09093	-0.05577	0.09026	0.99581	-0.01453	0.05686	0.00941	0.99834	
-40.39514	153.53940	-265.43341	-0.64048	3.45808	-5.25357	2.20551	0.99399	-0.09223	-0.05904	0.09140	0.99568	-0.01665	0.06032	0.01116	0.99812	
-39.53143	153.43565	-271.51358	-0.95874	3.45101	-5.35466	2.23056	0.99383	-0.09431	-0.05836	0.09315	0.99540	-0.02228	0.06020	0.01670	0.99805	
-37.51361	155.35413	-273.87973	-1.31917	3.31552	-5.34528	2.24896	0.99398	-0.09446	-0.05542	0.09300	0.99526	-0.02831	0.05783	0.02298	0.99806	
-34.22858	157.40613	-272.62854	-1.80730	3.08806	-5.18570	2.24954	0.99446	-0.09203	-0.05077	0.09025	0.99526	-0.03628	0.05387	0.03149	0.99805	
-29.39438	161.51355	-268.64307	-1.96357	2.66205	-5.21311	2.27573	0.99479	-0.09239	-0.04311	0.09076	0.99513	-0.03834	0.04644	0.03423	0.99833	
-23.01883	164.86861	-262.14505	-2.26242	2.15914	-5.09075	2.24011	0.99535	-0.09015	-0.03399	0.08867	0.99515	-0.04266	0.03768	0.03945	0.99851	
-16.26364	168.49976	-254.66122	-2.27593	1.62147	-5.05338	2.27576	0.99571	-0.08913	-0.02467	0.08805	0.99523	-0.04205	0.02830	0.03970	0.99881	
-7.26993	172.37582	-245.85425	-2.30018	0.99171	-4.79734	2.28887	0.99635	-0.08426	-0.01388	0.08362	0.99564	-0.04144	0.01731	0.04013	0.99904	
1.06955	174.56259	-237.77582	-2.20561	0.46247	-4.70524	2.40162	0.99660	-0.08228	-0.00488	0.08203	0.99587	-0.03902	0.00807	0.03848	0.99923	
10.75204	178.65463	-228.79425	-1.86387	-0.08897	-4.52670	2.30361	0.99688	-0.07883	0.00411	0.07892	0.99636	-0.03230	-0.00155	0.03252	0.99947	
20.30728	183.12103	-220.41931	-1.10479	-0.60775	-4.53420	2.21870	0.99681	-0.07884	0.01210	0.07905	0.99670	-0.01838	-0.01061	0.01928	0.99976	
29.96783	186.05725	-211.71237	-0.57673	-1.03768	-4.47135	2.24241	0.99679	-0.07777	0.01884	0.07795	0.99692	-0.00862	-0.01811	0.01006	0.99979	
40.17712	187.60077	-202.25916	-0.02698	-1.52207	-4.44131	2.34586	0.99665	-0.07743	0.02652	0.07741	0.99700	0.00159	-0.02656	0.00047	0.99965	
49.96649	188.17197	-191.49850	0.38663	-1.96125	-4.39759	2.23320	0.99647	-0.07691	0.03360	0.07663	0.99702	0.00935	-0.03422	-0.00674	0.99939	
59.06708	188.26314	-179.21219	0.86870	-2.43635	-4.42655	2.21739	0.99612	-0.07781	0.04121	0.07711	0.99685	0.01840	-0.04251	-0.01515	0.99898	
66.37195	186.49112	-164.43915	1.04467	-2.86353	-4.42655	2.21392	0.99577	-0.07808	0.04839	0.07708	0.99678	0.02203	-0.04996	-0.01821	0.99859	
71.51755	183.37729	-144.79877	1.04144	-3.54395	-4.43642	2.20149	0.99510	-0.07846	0.06021	0.07720	0.99675	0.02290	-0.06181	-0.01814	0.99792	
74.75409	180.95459	-122.74881	1.02967	-4.26603	-4.47360	2.22343	0.99419	-0.07932	0.07275	0.07778	0.99669	0.02372	-0.07439	-0.01792	0.99707	
74.54260	180.15134	-100.78909	1.02974	-4.85004	-4.51850	2.14906	0.99332	-0.08028	0.08286	0.07850	0.99661	0.02458	-0.08455	-0.01791	0.99626	
72.81241	178.22833	-78.98883	0.87049	-5.45519	-4.68702	2.29229	0.99214	-0.08314	0.09350	0.08134	0.99642	0.02291	-0.09507	-0.01512	0.99536	
70.00787	174.03821	-57.83612	0.09519	-5.97105	-4.66953	2.26178	0.99127	-0.08158	0.10355	0.08097	0.99667	0.01012	-0.10403	-0.00165	0.99457	
65.93500	172.97861	-40.19815	-0.23898	-6.40190	-4.88416	2.35280	0.99016	-0.08468	0.11145	0.08461	0.99640	0.00534	-0.11150	0.00415	0.99376	
59.89670	168.71970	-27.21951	-1.35655	-6.44987	-4.87910	2.26341	0.99007	-0.08238	0.11391	0.08452	0.99632	-0.01404	-0.11233	0.02352	0.99339	
53.01190	166.01620	-20.02371	-2.15783	-6.39097	-5.02663	2.27990	0.98996	-0.08338	0.11410	0.08707	0.99581	-0.02776	-0.11131	0.03742	0.99308	
43.72021	164.45764	-21.71219	-2.82558	-5.88047	-5.29714	2.21156	0.99049	-0.08718	0.10644	0.09184	0.99498	-0.03964	-0.10245	0.04904	0.99353	
34.81921	161.74490	-29.97366	-3.82133	-5.20880	-5.19864	2.30366	0.99177	-0.08438	0.09625	0.09023	0.99422	-0.05816	-0.09079	0.06637	0.99366	
24.19461	160.09811	-48.02325	-4.35507	-4.23074	-5.32809	2.33369	0.99297	-0.08701	0.08029	0.09261	0.99332	-0.06878	-0.07377	0.07573	0.99440	
12.12579	157.99019	-72.54669	-4.81702	-3.03848	-5.47183	2.42816	0.99404	-0.09059	0.06059	0.09522	0.99235	-0.07855	-0.05301	0.08386	0.99507	
-0.55972	158.76167	-104.89359	-4.96192	-1.68501	-5.40526	2.35337	0.99512	-0.09131	0.03731	0.09416	0.99206	-0.08335	-0.02940	0.08646	0.99582	
-15.17508	159.78215	-142.55322	-4.85401	-0.15662	-5.33689	2.21189	0.99566	-0.09245	0.01058	0.09301	0.99212	-0.08400	-0.00273	0.08462	0.99641	
-30.58096	160.28258	-183.50027	-4.82666	1.47497	-5.05482	2.26850	0.99578	-0.08995	-0.01814	0.08808	0.99239	-0.08607	0.02574	0.08411	0.99612	
-46.79251	163.18518	-225.00504	-4.37935	3.09175	-4.80050	2.30480	0.99504	-0.08755	-0.04720	0.08356	0.99324	-0.08059	0.05393	0.07625	0.99563	
-61.83694	169.19772	-262.09210	-3.31837	4.36566	-4.78950	2.33499	0.99362	-0.08775	-0.07090	0.08325	0.99447	-0.06403	0.07612	0.05772	0.99543	
-75.05096	174.26129	-293.64124	-2.26242	5.39453	-4.73194	2.22128	0.99218	-0.08613	-0.09036	0.08213	0.99551	-0.04709	0.09401	0.03930	0.99479	
-86.13867	177.61688	-316.88531	-1.41504	6.11697	-4.57900	2.03766	0.99113	-0.08243	-0.10421	0.07938	0.99629	-0.03312	0.10656	0.02455	0.99400	
-94.54218	179.14655	-332.24277	-0.45475	6.41775	-4.79808	2.21788	0.99025	-0.08453	-0.11072	0.08312	0.99639	-0.01726	0.11178	0.00789	0.99370	
-101.07022	182.33701	-340.14703	0.49092	6.51580	-4.78819	2.08581	0.99007	-0.08250	-0.11379	0.08293	0.99655	-0.00093	0.11348	-0.00851	0.99350	
-103.87900	182.73410	-338.58588	1.32648	6.10289	-5.10139	2.19370	0.99039	-0.08644	-0.10792	0.08841	0.99599	0.01361	0.10631	-0.02302	0.99407	
-104.13794	180.70724	-329.46149	1.50539	5.42272	-5.05938	2.17228	0.99165	-0.08568	-0.09642	0.08779	0.99598	0.01784	0.09450	-0.02615	0.99518	
-103.45673	181.55653	-315.86420	1.91464	4.58225	-5.21407	2.21927	0.99268	-0.08817	-0.08255	0.09059	0.99555	0.02602	0.07989	-0.03330	0.99625	
-100.64279	180.90079	-297.27081	1.80540	3.53494	-5.24556	2.08909	0.99392	-0.08944	-0.06425	0.09125	0.99550	0.02574	0.06166	-0.03144	0.99760	
-96.00305	178.39682	-276.24158	1.39662	2.33177	-5.32915	2.22216	0.99485	-0.09186	-0.04276	0.09280	0.99547	0.02049	0.04069	-0.02435	0.99888	
-90.79025	176.74207	-254.64081	0.81196	1.17406	-5.44609	2.27002	0.99528	-0.09461	-0.02174	0.09489	0.99541	0.01216	0.02049	-0.01417	0.99969	
-84.48288	174.54340	-233.38660	-0.03948	0.07506	-5.37548	2.27360	0.99560	-0.09368	-0.00124	0.09368	0.99560	-0.00081	0.00131	0.00069	1.00000	
-77.29395	173.12134	-212.48828	-0.95563	-0.91727	-5.24191	2.26925	0.99569	-0.09108	0.01746	0.09135	0.99570	-0.01515	-0.01601	0.01668	0.99973	
-70.57773	172.03085	-194.04257	-1.41823	-1.80790	-5.52652	2.32601	0.99486	-0.09550	0.03378	0.09626	0.99512	-0.02160	-0.03155	0.02474	0.99920	
-63.41968	170.58221	-176.73715	-1.92170	-2.54874	-5.72570	2.32276	0.99403	-0.09823	0.04757	0.09967	0.99460	-0.02893	-0.04447	0.03350	0.99845	
-56.13031	167.71204	-160.14569	-2.62915	-3.18266	-5.75608	2.30054	0.99342	-0.09765	0.05978	0.10014	0.99417	-0.04008	-0.05552	0.04580	0.99741	
-48.73032	166.68210	-144.98602	-2.99037	-3.72715	-5.76045	2.44387	0.99285	-0.09686	0.06983	0.10016	0.99394	-0.04539	-0.06501	0.05206	0.99653	
-41.55618	166.21188	-131.69073	-3.07512	-4.17173	-5.78889	2.31847	0.99226	-0.09684	0.07768	0.10060	0.99386	-0.04604	-0.07275	0.05350	0.99591	
-35.57727	165.41431	-119.68225	-3.17048	-4.46777	-5.76723	2.39443	0.99192	-0.09605	0.08294	0.10018	0.99385	-0.04721	-0.07790	0.05514	0.99544	
-29.59039	166.15150	-109.13541	-3.02295	-4.74910	-5.74367	2.37245	0.99156	-0.09559	0.08754	0.09973	0.99403	-0.04420	-0.08279	0.05255	0.99518	
-25.28226	166.60815	-100.38477	-2.91317	-4.83849	-5.66258	2.26398	0.99157	-0.09428	0.08884	0.09832	0.99426	-0.04226	-0.08435	0.05064	0.99515	
-21.79147	169.35857	-95.05099	-2.48463	-4.82039	-5.58431	2.27903	0.99173	-0.09359	0.08777	0.09697	0.99467	-0.03498	-0.08403	0.04320	0.99553	
-19.15695	172.59045	-91.25720	-2.02735	-4.74397	-5.55609	2.27225	0.99189	-0.09385	0.08569	0.09649	0.99496	-0.02721	-0.08270	0.03526	0.99595	
-18.21786	171.44777	-90.51236	-2.09836	-4.45257	-5.51490	2.27026	0.99237	-0.09321	0.08074	0.09581	0.99498	-0.02899	-0.07763	0.03650	0.99631	
-17.89508	174.68820	-92.84521	-1.64368	-4.12838	-5.48319	2.25308	0.99284	-0.09346	0.07437	0.09531	0.99521	-0.02168	-0.07199	0.02861	0.99699	
-18.95599	176.02316	-98.22699	-1.49464	-3.60785	-5.41427	2.31460	0.99357	-0.09269	0.06509	0.09417	0.99535	-0.02003	-0.06293	0.02603	0.99768	
-20.88351	176.07956	-105.70923	-1.47019	-3.07034	-5.38126	2.29922	0.99416	-0.09238	0.05571	0.09365	0.99539	-0.02052	-0.05356	0.02562	0.99824	
-24.10934	178.56992	-116.01822	-1.14861	-2.42395	-5.34699	2.25629	0.99476	-0.09232	0.04397	0.09310	0.99553	-0.01602	-0.04229	0.02003	0.99890	
-27.23398	179.39993	-126.02808	-1.01833	-1.87309	-5.34879	2.29736	0.99511	-0.09263	0.03420	0.09317	0.99554	-0.01465	-0.03269	0.01776	0.99931	
-32.35941	179.72327	-137.69406	-0.91804	-1.17077	-5.31629	2.28362	0.99549	-0.09232	0.02183	0.09263	0.99560	-0.01406	-0.02043	0.01602	0.99966	
-37.09143	180.69675	-148.84857	-0.57411	-0.66392	-5.44063	2.19611	0.99543	-0.09469	0.01248	0.09481	0.99546	-0.00888	-0.01159	0.01002	0.99988	
-42.74869	179.52457	-159.73712	-0.55594	-0.08949	-5.42496	2.30303	0.99552	-0.09452	0.00247	0.09454	0.99548	-0.00951	-0.00156	0.00970	0.99995	
-47.96045	178.17924	-169.72055	-0.43489	0.36266	-5.48405	2.26544	0.99540	-0.09561	-0.00557	0.09557	0.99539	-0.00816	0.00633	0.00759	0.99995	
-52.56912	177.86298	-179.14502	-0.18242	0.70320	-5.53304	2.22858	0.99527	-0.09646	-0.01191	0.09641	0.99533	-0.00435	0.01227	0.00318	0.99992	
-56.61456	175.60500	-187.51904	-0.20062	0.98881	-5.59148	2.28061	0.99509	-0.09749	-0.01683	0.09742	0.99523	-0.00517	0.01726	0.00350	0.99984	
-60.16415	173.55719	-195.05441	-0.13487	1.18819	-5.76596	2.29573	0.99473	-0.10051	-0.02039	0.10044	0.99493	-0.00443	0.02074	0.00235	0.99978	
-62.98672	170.41721	-202.79126	-0.27213	1.39552	-5.81453	2.25423	0.99456	-0.10142	-0.02375	0.10128	0.99483	-0.00719	0.02435	0.00475	0.99969	
-64.73730	168.00316	-210.10855	-0.40069	1.53105	-5.84986	2.30202	0.99444	-0.10211	-0.02587	0.10189	0.99475	-0.00968	0.02672	0.00699	0.99962	
-65.26971	166.48032	-217.12256	-0.46515	1.62716	-5.92314	2.26584	0.99426	-0.10342	-0.02741	0.10315	0.99460	-0.01101	0.02840	0.00812	0.99956	
-64.26767	162.96902	-222.98453	-0.76940	1.63746	-6.02141	2.22955	0.99408	-0.10527	-0.02701	0.10486	0.99435	-0.01635	0.02858	0.01342	0.99950	
-62.26944	162.08916	-229.19849	-0.99460	1.68690	-5.98958	2.17398	0.99411	-0.10484	-0.02746	0.10430	0.99434	-0.02033	0.02944	0.01735	0.99942	
-59.29401	158.38229	-234.39734	-1.49764	1.68779	-5.98817	2.27747	0.99411	-0.10505	-0.02656	0.10428	0.99412	-0.02906	0.02945	0.02612	0.99922	
-55.29202	158.07495	-239.56747	-1.71625	1.70853	-5.98008	2.31020	0.99412	-0.10502	-0.02652	0.10414	0.99402	-0.03289	0.02982	0.02994	0.99911	
-49.48389	156.98407	-242.09769	-2.08225	1.59167	-6.00032	2.23453	0.99414	-0.10547	-0.02381	0.10449	0.99376	-0.03904	0.02778	0.03632	0.99895	
-43.14362	159.08102	-244.42871	-2.17636	1.49932	-5.95585	2.29584	0.99426	-0.10468	-0.02206	0.10373	0.99378	-0.04048	0.02617	0.03796	0.99894	
-35.55450	159.27971	-243.70700	-2.61085	1.34777	-5.81995	2.37045	0.99457	-0.10236	-0.01876	0.10137	0.99370	-0.04770	0.02352	0.04554	0.99869	
-27.71036	162.13414	-241.98633	-2.89170	1.19078	-5.55490	2.30366	0.99509	-0.09772	-0.01577	0.09678	0.99394	-0.05222	0.02078	0.05044	0.99851	
-18.75714	165.41991	-237.72266	-2.91172	0.91195	-5.53836	2.28697	0.99521	-0.09719	-0.01092	0.09650	0.99397	-0.05209	0.01592	0.05079	0.99858	
-9.18326	169.19135	-231.10953	-2.90600	0.51785	-5.52834	2.26459	0.99531	-0.09667	-0.00410	0.09633	0.99402	-0.05133	0.00904	0.05070	0.99867	
0.17642	173.30130	-221.92535	-2.96322	0.18117	-5.34625	2.26137	0.99564	-0.09321	0.00167	0.09317	0.99430	-0.05176	0.00316	0.05169	0.99866	
9.93472	177.05707	-210.15302	-2.91684	-0.30449	-5.24647	2.37624	0.99580	-0.09105	0.00994	0.09144	0.99455	-0.05019	-0.00531	0.05089	0.99869	
19.06000	180.81390	-196.92929	-2.84992	-0.73108	-5.05279	2.43442	0.99603	-0.08733	0.01707	0.08807	0.99494	-0.04840	-0.01276	0.04972	0.99868	
28.60928	184.56378	-180.49292	-2.55518	-1.33835	-4.93986	2.23897	0.99601	-0.08499	0.02709	0.08609	0.99538	-0.04241	-0.02336	0.04457	0.99873	
37.29938	186.98193	-162.93454	-2.26790	-1.90782	-4.86674	2.32859	0.99584	-0.08346	0.03650	0.08479	0.99573	-0.03661	-0.03329	0.03955	0.99866	
45.21344	188.75336	-144.41068	-1.73658	-2.52725	-4.98815	2.25164	0.99524	-0.08558	0.04654	0.08687	0.99587	-0.02636	-0.04409	0.03027	0.99857	
52.06580	188.27914	-125.97073	-1.31720	-3.08337	-5.11452	2.15884	0.99458	-0.08789	0.05561	0.08902	0.99587	-0.01810	-0.05379	0.02295	0.99829	
58.51642	185.90921	-107.76834	-1.25673	-3.60754	-5.12352	2.28949	0.99403	-0.08791	0.06461	0.08913	0.99589	-0.01623	-0.06292	0.02189	0.99778	
63.33896	184.42320	-92.19080	-0.83077	-3.99506	-5.25502	2.27680	0.99338	-0.09057	0.07070	0.09137	0.99578	-0.00806	-0.06967	0.01446	0.99747	
